Name,CriticRate,CriticNum,UserRate,UserNum,TN,Index,Year
Zack Zero,55,10,7.3,30,13,59.15384615,2013
Zafehouse: Diaries,0,3,5.8,23,5.3,58,2013
Zeno Clash 2,61,33,7.4,134,46.4,64.75431034,2013
Zigfrak,0,0,0,0,0,0,2013
Zombie Apocalypse: Escape The Undead City,0,0,0,0,0,0,2013
Zombie Tycoon 2: Brainhov's Revenge,0,2,4.8,4,2.4,48,2013
1849,60,6,5.5,4,6.4,59.6875,2014
"""Glow Ball"" - The billiard puzzle game",0,0,0,0,0,0,2014
//N.P.P.D. RUSH//- The milk of Ultraviolet,0,0,4.4,7,0.7,44,2014
10 Second Ninja,72,13,7.4,15,14.5,72.20689655,2014
100% Orange Juice,0,1,7.3,20,3,73,2014
1001 Spikes,80,4,6.9,16,5.6,76.85714286,2014
1953: 0TO vs Warsaw Pact,0,0,0,0,0,0,2014
1954 Alcatraz,58,24,6.3,36,27.6,58.65217391,2014
1HEART,0,0,0,0,0,0,2014
1Quest,0,0,0,0,0,0,2014
3 Stars of Destiny,0,2,8.8,48,6.8,88,2014
300 Dwarves,0,0,0,0,0,0,2014
3089 -- Futuristic Action RPG,0,0,6.9,11,1.1,69,2014
4PM,41,7,4.2,26,9.6,41.27083333,2014
4x4 Dream Race,0,0,0,0,0,0,2014
6180 the moon,0,0,7.8,8,0.8,78,2014
7 Wonders of the Ancient World,0,0,0,0,0,0,2014
7 Wonders: Magical Mystery Tour,0,0,0,0,0,0,2014
"7,62 High Calibre",0,0,0,0,0,0,2014
7th Legion,0,0,6,4,0.4,60,2014
8-Bit Commando,0,0,0,0,0,0,2014
8BitBoy,64,4,5.6,12,5.2,62.15384615,2014
9 Clues: The Secret of Serpent Creek,0,0,6.6,10,1,66,2014
99 Levels To Hell,66,5,7.1,18,6.8,67.32352941,2014
A Bird Story,66,18,7,124,30.4,67.63157895,2014
A City Sleeps,61,11,5.8,4,11.4,60.89473684,2014
A Date in the Park,0,0,4.4,5,0.5,44,2014
A Golden Wake,68,17,6,20,19,67.15789474,2014
A Story About My Uncle,73,24,7.2,95,33.5,72.71641791,2014
A Vampyre Story,75,33,0,0,33,75,2014
A Wizard's Lizard,0,2,7.1,12,3.2,71,2014
A.I.M.2 Clan Wars,0,0,7.6,7,0.7,76,2014
A.R.E.S. Extinction Agenda EX,0,2,0,0,2,0,2014
Abalone,0,0,0,0,0,0,2014
"About Love, Hate and the other ones",0,1,0,0,1,0,2014
Abyss Odyssey,69,26,7.4,79,33.9,70.16519174,2014
Abyss: The Wraiths of Eden,0,1,6.3,10,2,63,2014
Acceleration of SUGURI X-Edition HD,0,0,0,0,0,0,2014
ACE - Arena: Cyber Evolution,0,0,8,6,0.6,80,2014
Aces Wild: Manic Brawling Action!,0,0,7.3,6,0.6,73,2014
Across the Rhine,0,0,0,0,0,0,2014
Actual Sunlight,77,4,6.5,15,5.5,73.72727273,2014
Advanced Tactics Gold,0,0,0,0,0,0,2014
Adventure Chronicles: The Search For Lost Treasure,0,0,0,0,0,0,2014
Adventure Time: Finn and Jake's Epic Quest,0,3,7.1,13,4.3,71,2014
Adventurer Manager,0,1,8,4,1.4,80,2014
Aeon Command,0,0,6.8,5,0.5,68,2014
aerofly RC 7,0,0,0,0,0,0,2014
Agarest: Generations of War,45,5,6.8,102,15.2,60.43421053,2014
Agarest: Generations of War Zero,0,1,6.2,21,3.1,62,2014
Age of Mythology: Extended Edition,66,7,7.1,127,19.7,69.22335025,2014
Age of Wonders III,80,35,8,556,90.6,80,2014
Aggression: Europe Under Fire,0,0,0,0,0,0,2014
Airline Tycoon Deluxe,0,0,0,0,0,0,2014
Airship Dragoon,0,1,0,0,1,0,2014
Akane the Kunoichi,0,1,3.8,8,1.8,38,2014
Akaneiro: Demon Hunters,53,15,6.5,36,18.6,55.32258065,2014
Al Emmo and the Lost Dutchman's Mine,77,7,7.5,20,9,76.55555556,2014
Alcatraz Builder,0,0,0,0,0,0,2014
Alchemy Mysteries: Prague Legends,0,0,4.6,8,0.8,46,2014
Alea Jacta Est,0,3,5.4,10,4,54,2014
Alien Carnage / Halloween Harry,0,0,0,0,0,0,2014
Alien: Isolation,81,41,8.5,1758,216.8,84.24354244,2014
ALLTYNEX Second,0,1,0,0,1,0,2014
Alpha Kimori 1,0,3,4.2,5,3.5,42,2014
Alpha Zylon,0,0,3.2,6,0.6,32,2014
Altitude0: Lower & Faster,0,0,0,0,0,0,2014
Always Remember Me,0,1,0,0,1,0,2014
Always Sometimes Monsters,73,26,7.2,81,34.1,72.76246334,2014
Amazing Frog?,0,0,0,0,0,0,2014
Amazing Princess Sarah,0,1,0,0,1,0,2014
Ame no Marginal -Rain Marginal-,0,2,0,0,2,0,2014
A-Men,0,1,0,0,1,0,2014
Amerzone: The Explorer's Legacy,0,0,0,0,0,0,2014
Among the Sleep - Enhanced Edition,66,40,7.5,203,60.3,69.02985075,2014
Amphora,0,2,6.9,7,2.7,69,2014
Ampu-Tea,0,0,2.2,6,0.6,22,2014
Anarchy Arcade,0,0,0,0,0,0,2014
Ancient Space,68,17,7.4,54,22.4,69.44642857,2014
Angels of Fasaria: Version 2.0,0,0,0,0,0,0,2014
Angvik,0,0,0,0,0,0,2014
Anmynor Puzzles,0,1,0,0,1,0,2014
Anomaly Defenders,70,14,6.5,31,17.1,69.09356725,2014
Another Perspective,0,1,0,0,1,0,2014
Another Star,0,0,0,0,0,0,2014
Antisquad,0,0,4.5,4,0.4,45,2014
Appointment With FEAR,0,1,0,0,1,0,2014
Aqua Kitty - Milk Mine Defender,0,0,7.9,7,0.7,79,2014
Arcadecraft,0,1,0,0,1,0,2014
Arcane Worlds,0,0,0,0,0,0,2014
ArcheBlade,0,1,7.6,25,3.5,76,2014
Arctic Adventure,0,0,0,0,0,0,2014
Arctico,0,0,0,0,0,0,2014
Aritana and the Harpy's Feather,0,2,5.5,17,3.7,55,2014
AR-K,0,2,6.2,13,3.3,62,2014
Ascendant,0,3,7.5,14,4.4,75,2014
Ascension to the Throne,0,0,0,0,0,0,2014
Ascension: Deckbuilding Game,0,1,0,0,1,0,2014
Assassin's Creed Liberation HD,66,14,5.7,188,32.8,60.84146341,2014
Assassin's Creed Freedom Cry,0,3,6.8,70,10,68,2014
Assassin's Creed Unity,70,10,3.3,1613,171.3,35.1599533,2014
Assetto Corsa,85,17,8.4,309,47.9,84.35490605,2014
Astebreed: Definitive Edition,86,14,7.3,128,26.8,79.79104478,2014
Asteria,0,0,0,0,0,0,2014
Atajrubah,0,0,0,0,0,0,2014
Aura Kingdom,0,0,6.7,22,2.2,67,2014
AutoTileGen,0,0,0,0,0,0,2014
Autumn,0,0,0,0,0,0,2014
Aveyond 3-1: Lord of Twilight,0,0,0,0,0,0,2014
Aveyond 3-2: Gates of Night,0,0,0,0,0,0,2014
Aviator - Bush Pilot,0,0,0,0,0,0,2014
Avoid - Sensory Overload,0,1,0,0,1,0,2014
B-17 Flying Fortress: The Mighty 8th,82,14,7.5,11,15.1,81.49006623,2014
Back to Bed,57,13,6,20,15,57.4,2014
Back To Life 2,0,0,0,0,0,0,2014
Back To Life 3,0,0,0,0,0,0,2014
Bad Mojo Redux,74,12,7,14,13.4,73.58208955,2014
Baezult,0,0,0,0,0,0,2014
Ballad of Solar,0,0,0,0,0,0,2014
Banished,73,32,8.1,668,98.8,78.40890688,2014
Bardbarian,0,1,5,20,3,50,2014
Baron Wittard: Nemesis of Ragnarok,0,2,0,0,2,0,2014
Baseball Mogul 2015,0,0,0,0,0,0,2014
Basketball Pro Management 2014,0,0,0,0,0,0,2014
Basketball Pro Management 2015,69,5,0,0,5,69,2014
BasketBelle,0,1,0,0,1,0,2014
Batman: Arkham Origins Blackgate - Deluxe Edition,60,7,5.7,54,12.4,58.69354839,2014
Battle Academy,0,1,0,0,1,0,2014
Battle Academy 2: Eastern Front,77,6,6,6,6.6,75.45454545,2014
Battle Fleet 2,0,1,7.2,5,1.5,72,2014
Battle Group 2,0,0,7.3,4,0.4,73,2014
Battle Islands,0,1,0,0,1,0,2014
Battle Mages,0,0,0,0,0,0,2014
Battle Mages: Sign of Darkness,0,0,0,0,0,0,2014
Battle Of Europe,54,11,0,0,11,54,2014
BattleBlock Theater,85,17,7.9,228,39.8,81.56281407,2014
Battlegrounds of Eldhelm,0,0,0,0,0,0,2014
Battlepaths,0,1,5.3,4,1.4,53,2014
Battlepillars Gold Edition,0,0,7.3,6,0.6,73,2014
Battleplan: American Civil War,66,4,6,4,4.4,65.45454545,2014
Beach Resort Simulator,0,0,0,0,0,0,2014
BeatBlasters III,56,4,8,5,4.5,58.66666667,2014
Bet On Soldier,56,23,5.8,32,26.2,56.24427481,2014
Betrayer,62,35,7.2,129,47.9,64.69311065,2014
Beware Planet Earth,68,6,5.8,6,6.6,67.09090909,2014
Beyond Gravity,0,0,5.5,4,0.4,55,2014
Beyond Space Remastered Edition,0,2,4,5,2.5,40,2014
Biglands: A Game Made By Kids,0,0,0,0,0,0,2014
Bik - A Space Adventure,0,0,0,0,0,0,2014
Bin Weevils Arty Arcade,0,0,0,0,0,0,2014
Bio Menace,0,0,8.3,6,0.6,83,2014
Bionic Heart,0,0,0,0,0,0,2014
Bionic Heart 2,0,0,0,0,0,0,2014
Bird Assassin,0,0,0,0,0,0,2014
bit Dungeon II,0,1,7.6,9,1.9,76,2014
BIT.TRIP FLUX,0,0,0,0,0,0,2014
Black Ice,0,0,0,0,0,0,2014
Black Mirror I,60,19,5.5,25,21.5,59.41860465,2014
Black Mirror II,71,14,7.7,53,19.3,72.64766839,2014
Black Mirror III,75,15,7.7,33,18.3,75.36065574,2014
Black Rainbow,0,1,0,0,1,0,2014
Black Viper: Sophia's Fate,0,0,0,0,0,0,2014
Blackbay Asylum,0,2,6.3,10,3,63,2014
Blackguards,68,48,7.2,245,72.5,69.35172414,2014
BlackShadows,0,0,0,0,0,0,2014
BlackSoul: Extended Edition,22,5,4.5,28,7.8,30.25641026,2014
Blackwell Epiphany,83,14,7.7,69,20.9,81.01913876,2014
Blade Kitten,52,10,7.5,41,14.1,58.68794326,2014
Blade Symphony,72,5,6.6,34,8.4,69.57142857,2014
Blast Em!,0,0,3.4,7,0.7,34,2014
BlazBlue: Calamity Trigger,0,1,8.4,34,4.4,84,2014
BlazBlue: Continuum Shift Extend,0,0,7.1,7,0.7,71,2014
BlazeRush,66,8,8.2,23,10.3,69.57281553,2014
Blinding Dark,0,0,0,0,0,0,2014
Bliss,0,1,0,0,1,0,2014
Blitzkrieg 2 Anthology,0,0,0,0,0,0,2014
Blitzkrieg Anthology,0,0,7.8,6,0.6,78,2014
Blob From Space,0,0,0,0,0,0,2014
BLOCKADE 3D,0,0,0,0,0,0,2014
Blockscape,0,0,0,0,0,0,2014
Bloo Kid 2,0,0,0,0,0,0,2014
Blood II: The Chosen + Expansion,72,14,7.1,50,19,71.73684211,2014
Blood: One Unit Whole Blood,82,7,8.8,108,17.8,85.64044944,2014
Bloodbath,0,2,0,0,2,0,2014
BloodNet,0,0,0,0,0,0,2014
BloodRayne Betrayal,0,1,6.9,16,2.6,69,2014
Bloons TD 5,0,0,8.3,6,0.6,83,2014
Bombing Bastards,0,0,0,0,0,0,2014
Boo Bunny Plague,0,3,0,0,3,0,2014
Boot Hill Heroes,0,0,0,0,0,0,2014
Borderlands: The Pre-Sequel,75,55,6.3,762,131.2,68.0304878,2014
BorderZone,0,0,0,0,0,0,2014
Borealis,0,0,0,0,0,0,2014
Bosch's Damnation,0,0,0,0,0,0,2014
Boson X,0,0,6.8,13,1.3,68,2014
Bot Colony,0,0,0,0,0,0,2014
Bound By Flame,56,42,6.8,417,83.7,61.97849462,2014
Bounders and Cads,0,0,0,0,0,0,2014
Bravada,70,6,7.6,10,7,70.85714286,2014
Braveland,0,1,6.4,17,2.7,64,2014
Braveland Wizard,0,0,6.3,4,0.4,63,2014
Breach & Clear,0,0,7,25,2.5,70,2014
Brick-Force,0,3,2.6,5,3.5,26,2014
Bridge Constructor Medieval,0,1,0,0,1,0,2014
Bridge Constructor Playground,0,0,0,0,0,0,2014
Brigade E5: New Jagged Union,41,9,6.8,37,12.7,48.86614173,2014
Brink of Consciousness: The Lonely Hearts Murders,0,0,0,0,0,0,2014
Broken Age,76,19,7,100,29,73.93103448,2014
Broken Sword 4 - the Angel of Death,0,0,0,0,0,0,2014
Burning Cars,0,1,0,0,1,0,2014
Bus Driver,61,10,7.1,30,13,63.30769231,2014
Buzz Aldrin's Space Program Manager,62,8,6.6,13,9.3,62.55913978,2014
Cakewalk Loop Manager,0,0,0,0,0,0,2014
Calibre 10 Racing,0,0,0,0,0,0,2014
Call of Cthulhu: The Wasted Land,0,1,7.4,8,1.8,74,2014
Call of Duty: Advanced Warfare - Gold Edition,78,18,4.6,1192,137.2,50.19825073,2014
Call of Duty: Ghosts,68,14,2.1,3421,356.1,22.84779556,2014
Cannon Brawl,72,6,0,0,6,72,2014
Cannons Lasers Rockets,0,0,0,0,0,0,2014
Canyon Capers,0,1,5.6,23,3.3,56,2014
CAPSULE,0,0,0,0,0,0,2014
Captain Morgane and the Golden Turtle,54,6,6.2,12,7.2,55.33333333,2014
Car Mechanic Simulator 2014,61,6,7.1,55,11.5,65.7826087,2014
Card City Nights,0,0,6.6,15,1.5,66,2014
Cargo 3,0,1,3,5,1.5,30,2014
Carmageddon 2: Carpocalypse Now,0,0,8.3,46,4.6,83,2014
Carmageddon TDR 2000,48,9,7.2,67,15.7,58.24203822,2014
Castle: Never Judge a Book by its Cover,0,0,0,0,0,0,2014
CastleMiner Z,0,1,2.8,29,3.9,28,2014
Castlevania: Lords of Shadow Mirror of Fate HD,0,2,7,49,6.9,70,2014
Castlevania: Lords of Shadow 2,58,16,7.7,532,69.2,72.60693642,2014
Catmouth Island,0,1,0,0,1,0,2014
Catzilla 4K - Advanced,0,0,0,0,0,0,2014
Cavern Kings,0,0,0,0,0,0,2014
Celestial Command,0,0,0,0,0,0,2014
Chaos Domain,0,2,1.7,9,2.9,17,2014
Character Creator - Graphics Pack,0,0,0,0,0,0,2014
Chariot,76,4,8.2,11,5.1,77.29411765,2014
Cheesecake Cool Conrad,0,0,0,0,0,0,2014
Chernobyl Commando,0,1,1.3,13,2.3,13,2014
Cherry Tree High I! My! Girls!,0,0,0,0,0,0,2014
Chess 2: The Sequel,62,4,7.5,4,4.4,63.18181818,2014
Chicken Invaders 4,0,0,9,4,0.4,90,2014
Child of Light,77,16,8.1,514,67.4,80.0504451,2014
Children of Liberty,0,0,0,0,0,0,2014
Chip,0,0,0,0,0,0,2014
Cho Dengeki Stryker All Ages Version,0,0,0,0,0,0,2014
Choice of Robots,0,1,8.6,14,2.4,86,2014
Choice of the Deathless,0,0,0,0,0,0,2014
Chompy Chomp Chomp,0,1,3.8,6,1.6,38,2014
Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,0,1,6.1,21,3.1,61,2014
Chronology,64,10,6.8,14,11.4,64.49122807,2014
Chuck's Challenge 3D,61,5,8.2,11,6.1,64.78688525,2014
Cinders,0,2,7.7,9,2.9,77,2014
Cinemaware Anthology: 1986-1991,0,0,0,0,0,0,2014
Circuits,0,3,8.3,4,3.4,83,2014
Civil War II,0,0,0,0,0,0,2014
Claire,0,2,7.6,34,5.4,76,2014
Clans,0,0,0,0,0,0,2014
Clash of Puppets,0,0,0,0,0,0,2014
Claustrophobia: The Downward Struggle,0,0,0,0,0,0,2014
Clockwork Tales: Of Glass and Ink,0,0,6,5,0.5,60,2014
Cloney,0,0,0,0,0,0,2014
Close Combat - Gateway to Caen,0,2,7.6,9,2.9,76,2014
Cloudbuilt,72,17,7.7,36,20.6,72.87378641,2014
Club Manager 2015,0,3,0,0,3,0,2014
Cobi Treasure Deluxe,0,0,5.8,4,0.4,58,2014
CoH 2 - The Western Front Armies: Oberkommando West,0,0,0,0,0,0,2014
COH 2 - The Western Front Armies: US Forces,0,0,0,0,0,0,2014
Coin Crypt,0,0,8,4,0.4,80,2014
Cold War,64,21,6,23,23.3,63.60515021,2014
Coldfire Keep,0,0,0,0,0,0,2014
Colin McRae Rally,0,0,6.4,18,1.8,64,2014
Collapse,0,0,6.5,6,0.6,65,2014
Colonies Online,0,0,0,0,0,0,2014
Color Symphony,0,0,5.5,4,0.4,55,2014
Colossal Kaiju Combat: Kaijuland Battles,0,1,4.1,54,6.4,41,2014
Coma: Mortuary,0,0,4.2,19,1.9,42,2014
Comicado,0,0,0,0,0,0,2014
Command HQ,0,0,0,0,0,0,2014
Command: Modern Air / Naval Operations WOTY,0,1,4.1,54,6.4,41,2014
Commander: The Great War,0,0,0,0,0,0,2014
Commando Jack,0,2,6.8,5,2.5,68,2014
Company of Heroes 2 - Ardennes Assault,80,29,6.9,117,40.7,76.83783784,2014
Company of Heroes 2 - The Western Front Armies,81,38,6.2,74,45.4,77.9030837,2014
Concursion,66,7,7.5,13,8.3,67.40963855,2014
CONSORTIUM,66,14,7.6,55,19.5,68.82051282,2014
Constant C,60,6,7.5,15,7.5,63,2014
Construction Machines 2014,0,0,6.3,4,0.4,63,2014
Construction Simulator 2015,63,5,5.1,14,6.4,60.375,2014
Continue?9876543210,62,15,6.3,27,17.7,62.15254237,2014
Contraption Maker,0,0,8.2,17,1.7,82,2014
Corporate Lifestyle Simulator,0,1,6.6,9,1.9,66,2014
Corto Maltese - Secrets of Venice,0,1,0,0,1,0,2014
Cosmic DJ,0,0,7.3,7,0.7,73,2014
Cosmo's Cosmic Adventure,0,0,0,0,0,0,2014
Costume Quest 2,68,27,7.5,33,30.3,68.76237624,2014
Counter-Strike Nexon: Zombies,0,2,4.9,35,5.5,49,2014
Crab Cakes Rescue,0,0,0,0,0,0,2014
Craft The World,0,2,8.1,43,6.3,81,2014
Crash And Burn Racing,0,0,0,0,0,0,2014
Crazy Machines: Golden Gears,0,0,0,0,0,0,2014
Crazy Plant Shop,0,0,8.3,4,0.4,83,2014
Creeper World 3: Arc Eternal,0,1,8.5,53,6.3,85,2014
Cricket Captain 2014,0,0,0,0,0,0,2014
Crimsonland,68,8,7.4,34,11.4,69.78947368,2014
Crimzon Clover WORLD IGNITION,0,0,0,0,0,0,2014
Croixleur Sigma,56,6,6.6,12,7.2,57.66666667,2014
Crouching Pony Hidden Dragon,0,1,0,0,1,0,2014
Crow,0,0,0,0,0,0,2014
Crowntakers,70,6,7.4,14,7.4,70.75675676,2014
C-RUSH,0,0,0,0,0,0,2014
CRYENGINE - Sample Assets,0,0,0,0,0,0,2014
CRYENGINE - Wwise Project DLC,0,0,0,0,0,0,2014
Crystal Caves,0,0,0,0,0,0,2014
Crystal Chip Collector,0,0,0,0,0,0,2014
Crystals of Time,0,0,0,0,0,0,2014
CT Special Forces: Fire for Effect,0,1,0,0,1,0,2014
Cube & Star: An Arbitrary Love,0,1,0,0,1,0,2014
CubeGun,0,0,0,0,0,0,2014
Cubesis,0,0,0,0,0,0,2014
CubeZ,0,0,0,0,0,0,2014
Cubic Castles,0,0,5.6,5,0.5,56,2014
Cult of the Wind,0,2,0,0,2,0,2014
Curse: The Eye of Isis,63,17,6.6,7,17.7,63.11864407,2014
Cypress Inheritance: The Beginning,0,1,1.4,17,2.7,14,2014
Cyto,0,1,0,0,1,0,2014
D.W.A.R.F.S.,0,0,0,0,0,0,2014
Daedalus - No Escape,0,1,0,0,1,0,2014
Damned,0,0,8.5,11,1.1,85,2014
Dandelion - Wishes brought to you -,0,0,6.8,4,0.4,68,2014
Dangerous,0,0,0,0,0,0,2014
Danmaku Unlimited 2,0,1,0,0,1,0,2014
Dark Ages,0,0,0,0,0,0,2014
Dark Arcana: The Carnival,0,0,6.7,6,0.6,67,2014
Dark Horizons: Mechanized Corps,0,0,0,0,0,0,2014
Dark Lore Mysteries: The Hunt For Truth,0,0,0,0,0,0,2014
Dark Raid,0,1,1.8,30,4,18,2014
Dark Scavenger,0,3,0,0,3,0,2014
Dark Shadows - Army of Evil,0,1,1.6,5,1.5,16,2014
DARK SOULS II,91,36,7.2,2452,281.2,74.43243243,2014
DarkEnd,0,1,0,0,1,0,2014
Darklands,0,0,0,0,0,0,2014
Darkness Within 1: In Pursuit of Loath Nolder,52,15,7.2,19,16.9,54.24852071,2014
Darkness Within 2: The Dark Lineage,0,0,6.1,11,1.1,61,2014
Darkstone,0,0,8.4,15,1.5,84,2014
Darkwind: War on Wheels,0,0,0,0,0,0,2014
Data Hacker: Corruption,0,0,0,0,0,0,2014
Data Hacker: Initiation,0,0,0,0,0,0,2014
Date Warp,0,0,0,0,0,0,2014
Daylight,51,59,4.3,198,78.8,48.98984772,2014
Dead Bits,0,0,4.3,24,2.4,43,2014
Dead Effect,59,8,6.3,37,11.7,60.26495726,2014
Dead Man's Draw,0,0,0,0,0,0,2014
Dead Rising 3 Apocalypse Edition,70,44,5.5,343,78.3,63.42911877,2014
Dead State: Reanimated,70,16,6.5,88,24.8,68.22580645,2014
DeadCore,78,11,6.8,39,14.9,75.38255034,2014
Deadlings: Rotten Edition,0,1,0,0,1,0,2014
Deadlock II: Shrine Wars,0,0,0,0,0,0,2014
Deadlock: Planetary Conquest,0,0,0,0,0,0,2014
Deadly 30,0,3,7.4,25,5.5,74,2014
Deadly Sin 2,0,0,0,0,0,0,2014
Deadnaut,0,3,0,0,3,0,2014
Deadstone,0,2,0,0,2,0,2014
Death Rally (Classic),0,0,0,0,0,0,2014
Death Skid Marks,0,3,6.6,8,3.8,66,2014
Deep Dungeons of Doom,0,1,8.6,5,1.5,86,2014
Deep Eclipse: New Space Odyssey,0,0,0,0,0,0,2014
Deep Under the Sky,0,0,0,0,0,0,2014
Defenders of Time,55,6,0,0,6,55,2014
Defense Zone,0,0,0,0,0,0,2014
Defense Zone 2,0,0,0,0,0,0,2014
Defiance,64,40,6.6,658,105.8,65.24385633,2014
Demolition Master 3D,0,0,0,0,0,0,2014
Demon Hunter: Chronicles from Beyond,0,0,0,0,0,0,2014
Demonlisher,0,0,0,0,0,0,2014
Deponia: The Complete Journey,0,1,7.2,26,3.6,72,2014
Depression Quest,0,1,1.6,286,29.6,16,2014
Depth,65,7,7.7,116,18.6,72.48387097,2014
Depth Hunter 2: Deep Dive,0,0,8,5,0.5,80,2014
Depths of Fear :: Knossos,48,5,5.1,12,6.2,48.58064516,2014
Derrick the Deathfin,0,3,0,0,3,0,2014
Descent,0,0,8.4,13,1.3,84,2014
Descent 2,89,6,8.7,46,10.6,88.13207547,2014
Descent 3,89,14,7.8,42,18.2,86.46153846,2014
Descent: FreeSpace The Great War,0,0,7.9,17,1.7,79,2014
Desert Ashes,0,0,0,0,0,0,2014
Desert Gunner,0,0,0,0,0,0,2014
Desert Thunder,0,1,5.4,7,1.7,54,2014
Detective Case and Clown Bot in: Murder in the Hotel Lisbon,0,0,0,0,0,0,2014
Detective Grimoire,0,2,7.2,9,2.9,72,2014
Deus Ex: The Fall,45,14,2.9,167,30.7,36.29641694,2014
Devil's Dare,0,2,0,0,2,0,2014
DG2: Defense Grid 2,81,21,6.8,90,30,77.1,2014
Diehard Dungeon,0,1,5.9,13,2.3,59,2014
DIG IT! - A Digger Simulator,0,0,0,0,0,0,2014
Direct Hit: Missile War,0,0,0,0,0,0,2014
Disciples III: Reincarnation,0,1,8.1,38,4.8,81,2014
Disciples Sacred Lands Gold,0,0,9,4,0.4,90,2014
Disney Alice in Wonderland,63,4,5.9,15,5.5,61.90909091,2014
Disney Epic Mickey 2: The Power of Two,0,0,1.4,8,0.8,14,2014
Disney Fairies: Tinker Bell's Adventure,0,0,0,0,0,0,2014
Disney G-Force,61,4,8.8,14,5.4,68,2014
Disney Pirates of the Caribbean: At Worlds End,57,7,6.6,29,9.9,59.63636364,2014
Disney Planes,0,0,0,0,0,0,2014
Disney Princess: Enchanted Journey,0,0,0,0,0,0,2014
Disney Princess: My Fairytale Adventure,0,0,0,0,0,0,2014
Disney Tangled,0,0,0,0,0,0,2014
Disney The Princess and the Frog,0,2,0,0,2,0,2014
Disney TRON: Evolution,57,11,6,25,13.5,57.55555556,2014
Disney Universe,0,2,0,0,2,0,2014
Disney Winnie the Pooh,0,0,0,0,0,0,2014
Disney.pixar Brave: The Video Game,0,0,0,0,0,0,2014
Disney.pixar Cars 2: The Video Game,65,4,5,12,5.2,61.53846154,2014
Disney.pixar Cars Toon: Mater's Tall Tales,0,0,0,0,0,0,2014
Disney.pixar Toy Story 3: The Video Game,73,7,6.6,13,8.3,71.90361446,2014
Disney.pixar Toy Story Mania!,0,0,0,0,0,0,2014
Distant Worlds: Universe,81,6,7.9,97,15.7,79.76433121,2014
Divine Souls F2P MMO,0,0,0,0,0,0,2014
Divinity: Original Sin (Classic),87,59,8.7,2146,273.6,87,2014
Do Not Fall,0,0,0,0,0,0,2014
Dogs of War Online,0,0,0,0,0,0,2014
Dokuro,59,6,0,0,6,59,2014
Dominique Pamplemousse,62,4,0.8,5,4.5,56,2014
Don Bradman Cricket 14,0,1,8.1,34,4.4,81,2014
Door Kickers,83,13,7.7,92,22.2,80.51351351,2014
Doorways: The Underworld,50,6,5.3,8,6.8,50.35294118,2014
Double Action Dedicated Server,0,0,0,0,0,0,2014
Double Action: Boogaloo,0,0,6.7,12,1.2,67,2014
Double Dragon: Neon,0,2,7.8,38,5.8,78,2014
Draconian Wars,0,0,0,0,0,0,2014
Dracula 2: The Last Sanctuary,68,14,6.8,19,15.9,68,2014
Dracula 3: The Path of the Dragon,65,11,7.2,22,13.2,66.16666667,2014
Dracula 4 and 5 - Special Steam Edition,0,0,0,0,0,0,2014
Dracula: The Resurrection,67,13,6.7,19,14.9,67,2014
Dragon: The Game,0,0,0,0,0,0,2014
Dragons and Titans,43,4,7.1,14,5.4,50.25925926,2014
Dragonsphere,0,0,0,0,0,0,2014
DRAKERZ-Confrontation,0,0,0,0,0,0,2014
DreadOut,55,9,6.4,95,18.5,59.62162162,2014
Dream Tale,0,0,0,0,0,0,2014
Dreamscapes: The Sandman - Premium Edition,0,0,0,0,0,0,2014
Drifter,0,0,0,0,0,0,2014
Driftmoon,73,8,7.5,31,11.1,73.55855856,2014
Driving School Simulator,0,0,0,0,0,0,2014
Drox Operative,74,7,7.6,20,9,74.44444444,2014
Drunken Robot Pornography,66,6,6.7,17,7.7,66.22077922,2014
Dungeon Defenders Eternity,0,1,3.7,26,3.6,37,2014
Dungeon Lurk II - Leona,0,0,0,0,0,0,2014
Dungeon of Elements,0,0,8.5,27,2.7,85,2014
Dungeon of the Endless,79,29,7.7,174,46.4,78.25,2014
Dungeon Shooter 2,0,0,0,0,0,0,2014
Dungeonmans,0,2,0,0,2,0,2014
Dungeons: The Eye of Draconus,0,3,0,0,3,0,2014
DungeonUp,0,0,0,0,0,0,2014
Dusk 12,0,0,0,0,0,0,2014
Dusty Revenge:Co-Op Edition,64,7,6.9,16,8.6,64.93023256,2014
Dwarf Tower,0,1,0,0,1,0,2014
Dwelvers,0,0,0,0,0,0,2014
DY0STY WARRIORS 8: Xtreme Legends Complete Edition,71,5,7.1,78,12.8,71,2014
East Tower - Kurenai,0,0,0,0,0,0,2014
Echelon,70,16,6.8,12,17.2,69.86046512,2014
Echelon: Wind Warriors,63,6,7.8,4,6.4,63.9375,2014
Echo of the Wilds,0,1,0,0,1,0,2014
eden - 3D Screensaver,0,0,0,0,0,0,2014
Eets Munchies,0,0,5.5,12,1.2,55,2014
Eidolon,64,5,6.4,21,7.1,64,2014
El Matador,54,24,4.7,34,27.4,53.13138686,2014
Elastrix,0,0,0,0,0,0,2014
Eldevin,0,0,6.1,16,1.6,61,2014
Electronic Super Joy: Groove City,0,2,7.1,7,2.7,71,2014
Elegy for a Dead World,65,14,6,11,15.1,64.63576159,2014
Elliot Quest,0,3,5.5,8,3.8,55,2014
Elminage Gothic,0,1,7,7,1.7,70,2014
Elsword,0,2,6.8,67,8.7,68,2014
