"year","title","tags","description"
2013,"Shufflepuck Cantina Deluxe","Sports,Indie,Action,VR,Arcade,Casual,Sci-fi,Remake",",About This Game,Shufflepuck Cantina Deluxe is also very enjoyable without a VR headset!Note In case the game fails to launch, switch to the winopengl version in BETAS tabAfter ""accidentally"" jumping your spaceship through a wormhole, you’ve crash landed onto this forsaken desert planet a billion kilometers from home The only thing between you and the horizon is the seemingly endless dunes of sand, save for one strange, huge building Inside, it appears to be an interstellar Casino where everyone plays air hockey for a livingYou’ll have to fight hard to grind down all your opponents until they are utterly defeated to earn the critical parts needed to repair your ship Once you’ve obtained all the spaceship pieces you’ll have to defeat the owner of this insane Casino so you can go homeFeaturesExtremely responsive game controls5 Floors populated with 13 vicious opponentsQuests and missions system to unlock loads of game contentTrack your progress and gain experience through an advanced levelling systemNotesUse [Tab] to choose the best display setting depending on your graphics card performancesUse [Esc] to access the settings menu"
2013,"Type:Rider","Indie,Platformer,Casual,Education,Historical,Singleplayer,2D,Puzzle,Short,Atmospheric",",About This Game,Uncover the history and secrets of Fonts & Characters in a fascinating and unique experience! Play as 2 dots and travel through the ages of typographic styles and techniques From the rock paintings of prehistoric times to Pixel art of the 2000’s, solve all the riddles by riding the most popular fonts and characters (Garamond, Helvetica, Times New Roman, Pixel, Comic Sans) in a very captivating musical and visual environment TypeRider is an adventure puzzle game produced by AGAT – EX NIHILO and ARTE that brings gaming experience to a whole new daring levelKey Features 10 worlds echoing key periods of the typograhy’s history Breath-taking artworks and musical vibes Immersive and intriguing atmosphere Great historical archives and paintings"
2013,"Anomaly Warzone Earth Mobile Campaign","Strategy,Action,Sci-fi,Tower Defense,Indie",",About This Game,Anomaly Warzone Earth Mobile Campaign continues Steam's Anomaly Warzone Earth in extra 15-level campaign Originally released on mobile devices, the campaign is brought to Steam for PC, Mac and Linux exclusively in Anomaly Bundle,AWE Mobile Campaign turns tower defense on its head This time you take control of the attacking force, pitting your heavily armored squad against the destructive towers of an alien horde Carefully lead your squad through the invaders' defenses, shattering their towers and turrets with special weapons and power-ups in this experience of tower offense,Anomaly Warzone Earth Mobile Campaign Features,• Ultimately twist tower defense formula - it's tower offense! You’re the attacking side,• Deploy special weapons to break through alien defenses or use stealth to slip through unscathed,• Think tactically and choose the right squad and route to guarantee success,• Strategically gather resources to buy and upgrade new and more powerful units,• Play for hours on end in three unique and engaging Squad Assault modes"
2013,"Blood Omen 2: Legacy of Kain","Action,Vampire,Adventure,Dark Fantasy,Classic,Fantasy,Third Person,Singleplayer,Story Rich,Atmospheric,Stealth,Violent",",About This Game,Cast down from power by a mysterious warlord centuries ago, Kain reawakens in a world he barely recognises His armies slain, his vampire brethren nearly extinct, Kain is one of the last of his kind With an agenda of vengeance, Kain shall unleash a wicked wrath to uncover the plot that threatens the land he seeks to conquer,• Execute fierce attacks and brutal combos with battle-axes, swords and other heavy metal weaponry,• When weapon edges dull on bone and steel, turn to your Dark Gifts such as berserk and stealth to exact your lethal will,• In pursuit of power or just for the thrill of the kill, Kain’s lust for blood is inspiring,• Lead Kain through highly detailed environments of gothic nightmare; host to thieves, knights and demons of all sorts"
2013,"Finding Teddy","Adventure,Indie,Point & Click,Female Protagonist,Pixel Graphics,Puzzle,Singleplayer,Short,2D,Touch-Friendly,Atmospheric,Cute",",About This Game,We are currently working on Finding Teddy 2 !!Stay tuned, we are currently sending confidential preview versions to journalistsSpecial Offer  Buy Finding Teddy and get Free OST !In BriefThe revival of Point'n-ClickGraphics completely handmade, realized pixel by pixelAn adventure divided into three chapters including dozens of riddles with multiple side questsNo dialogues Riddles and Music are the main point of the gamePC/MAC/Linux Versions BonusGame in HD We reworked all the backgroundsNewgame+  Two ways to restart the game With the colored Girl and with a Tarant Mask You can see the fireflies with the maskAdded a bonus scene after the endings Find how to get itAdded an alternative endings in a newgame+ Be attentive during your newgame+, you can find a hint that tell you how to get itStoryA little girl was sleeping peacefully with her Teddy bear, when suddenly, a monster popped out from her cupboard then stole her favorite plushWhen closing the door, the little girl awoke then got inside the cupboard and was projected into a magical world, full of monsters and oddities She must now explore this strange land and help its inhabitants in order to rescue her Teddy Still one question remains  will she be able to go back to the real world ?CharactersThe little girl  She's the main character, she's looking for her Teddy bearMister Fly  Very useful fly to access some items where the little girl can't go Very courteousMister Cat  Has a bad temper, nevertheless useful to access small places and narrow galleries Just need to scratch its back"
2013,"Solar Flux","Indie,Strategy,Puzzle,Space",",About This Game,Travel across the universe and save dying suns from extinction in this unique and challenging puzzle strategy game You are the last hope to bring salvation to a perishing universe as you collect and deliver fragments of plasma using your omni-directional ship Solar flares, asteroids, supernovas and force fields are just some of the challenges you will face as you pilot your ship through the intense heat of the imploding starsKey Features80+ progressively challenging missions 18 themed sectors with a variety of obstacles to overcome4 unique galaxies with distinctive visuals and an acclaimed ambient soundtrackIntuitive 3-star rating system with varying level objectivesDistinctive gameplay that revolves around zero-gravity navigationChoose between mouse or controller-activated gameplaySupport for achievements, statistics and leaderboardsFull Controller Support"
2013,"Helmet Heroes","Free to Play,Adventure,Massively Multiplayer,RPG,Action,Multiplayer,Funny,Open World,2D",",About This Game,Helmet Heroes is a massively multiplayer role playing game in which you can team up with your online friends and explore regions and fight against enemiesIt features nearly 40 enemies, hundreds of different weapons, helmets, armor, and accessories  You can choose between being a warrior, archer, wizard, or cowboy  Or if you'd like, you can combine classes and create you own mix  You can also dual wield weapons and use shields  There are a large number of special skills to choose from as well as the ability to unleash huge earth shaking energy levels to impress other players and help you slam through waves of enemies  In your downtime from fighting, you can fish for over 40 different fish, or you can chop down trees to gain wood to craft new equipment  You can also purchase pets which will help you fight enemies and you can even ride them!Key Features• Online MMO world to interact with other players• Around 40 enemies to do battle against• 600+ weapons, helmet, armor, shields, and accessories• Fully customizable character• Create and join guilds• Full-fledge ranking system ranks dozens of your skills to all other players in the game• 30+ special skills to grow• Fishing and chopping allows you to interact more with your environment• Unleash energy system, allows you showcase your might• 60 pets to choose from including the ability to ride pets• Beautiful 2D cartoon artwork• PvP areas and full PvP server let you battle against other players• Trading and friends system allows communicating and trading of items between players"
2013,"Dungeons & Dragons: Chronicles of Mystara","Beat 'em up,Action,Arcade,RPG,Adventure,Local Co-Op,Online Co-Op,Dungeons & Dragons,Side Scroller,Classic,Fantasy,Retro,4 Player Local,Co-op,2D",",About This Game,Dungeons & Dragons Chronicles of Mystara brings reworkings of two of Capcom’s classic arcade hits - Dungeons & Dragons Tower of Doom and Dungeons & Dragons Shadow over Mystara – together in one definitive digital packageJust as in the arcades, up to four players will select their character class before doing battle against the mythical beasts from the Dungeons and Dragons’ universe with a mix of melee, range and magic attacksKey FeaturesGGPO Enhanced Online With Drop-in/Drop-out Co-Op Play Community-trusted GGPO powers a smooth online experience that allows up to four players to drop in or out of games in progress at willClassic Arcade Gameplay with a New Twist Players can enjoy the original arcade modes or mix up the gameplay with House Rules that can completely alter the experienceSome examples of House RulesUnbreakable - Equipable items have infinite durability Never worry about breakage again!Enemy Rush - Fight against time in this special Time Attack Mode Start the game clock with 30 seconds and increase the clock with each enemy you kill!Make it Rain – Get rich quick! Enemies and chests drop tons of gold!Challenge System A newly introduced RPG-like system that fits on top of the existing games and provides a myriad of challenges for players to complete Players can level up and obtain Vault Coins to be used in the VaultThe Vault A treasure trove of unlockables and gameplay loot can be purchased with Vault Coins earned via the Challenge SystemCharacter Visualizer This UI visualizer tracks which characters the players and their friends most often use Players can utilize the tool to create a more balanced multiplayer dungeon crew, or to see which under-used characters they should try out nextLeaderboards & Connected Arcade Players can track how they stack up against their friends through leaderboards, as well as view a full breakdown of gameplay related stats"
2013,"The Apogee Throwback Pack","Action,FPS,Classic,Retro,Shooter,Singleplayer,First-Person,Old School",",About This Game,The Apogee Throwback Pack is a collection of four classic Apogee Software titles all in one kick ass package  Blast your way across the galaxy as British Special Agent Blake Stone in ""Aliens of Gold"" and ""Planet Strike"", then take on an ancient evil menace as the HUNT in ""Rise of the Triad""Key FeaturesFour classic games that offer hours and hours of nostalgia ridden gameplay Full widescreen support for modern Windows and Mac operating systems All wrapped up in one sleek package that allows for easy modding Blake Stone Aliens of GoldBlake Stone Planet StrikeRise of the TriadExtreme Rise of the TriadMany players wondered how Apogee would follow the success of Wolfenstein 3D in 1992 The answer was ""Blake Stone Aliens of Gold""! Where Wolf3D took you into the past; thrust into a world at war - Blake rockets you into the future where a sinister madman, Dr Pyrus Goldfire, is using genetics to create an army of bizarre creatures and wage war on Earth In ""Planet Strike"", once again, British agent Blake Stone will find himself in a life or death struggle for the control of humanity's future  After a five year manhunt for the elusive Dr Goldfire, the search has finally ended on Planet Selon at the abandoned STAR Institute Training Complex  If the reports are correct, then Dr Goldfire is alive and has once again created a fiendish army of evil mutants  Blake is going to need all his wits, skill, and the best firepower money can buy to put an end to Goldfire's plans""Rise of the Triad"" thrusts you into the world of an elite group of operatives called the HUNT (High-Risk United Nations Taskforce)  Together you must stop a maniacal cult leader from killing millions of people While scouting a remote island, you are suddenly surrounded by enemy troops with guns blazing In the distance you see your boat--your only chance to escape--explode into matchsticks In front of you is a huge fortress monastery, and your only way out is in You're equipped with awesome, high-tech weaponry like heat-seeking missiles, split missiles, and the Flamewall cannon, which leaves a trail of charred skeletons in its wake You'll also find magical instruments and weapons so incredible they defy description""Extreme Rise of the Triad"" ups the ante with over 40 new levels as the HUNT returns to take on even more maniacal Triad madness  Not enough for you? There's even a RandROTT level randomizer so the ludicrous fun never ends!  What are you waiting for?!"
2013,"Not The Robots","Stealth,Indie,Strategy,Action,Rogue-like,Rogue-lite,Robots,Procedural Generation,Singleplayer,Sci-fi,Perma Death",",About This Game,You are a robot in an office building You have to eat furniture and not get caught A mysterious story unfoldsNot The Robots is this year’s most exciting Roguelike Stealth Furniture Eating Simulator It’s a game with random levels, permadeath, and the goal of eating furniture - which is also your stealth coverA seven-building Campaign Mode of increasingly brutal (and fully procedural) levelsFearsome machine-gun-equipped patrolling guards to avoid and trickSpotlights, lasers, bombs, and other traps to sidestepTons of crafty gadgets to masterContains an unlockable sequel to ""You Find Yourself In A Room,"" a previous game from 2DArrayShort/medium/long game modes for play sessions of any sizeMysterious and fully-voiced storyline to gradually explain the game's strange settingController supportThe year's most exciting furniture-eating stealth game!About 2DArray2DArray is previously known for web game hits like Company of Myself, Fixation, Fisher-Diver, and Spewer This is their first commercial game, supported by tinyBuild GAMES Follow @2DArrayAbout tinyBuild GAMEStinyBuild GAMES is an indie game development and publishing company No Time To Explain is their first game It came out of a successful Kickstarter and Greenlight adventure They're currently working on a bunch of games Co-developing SpeedRunners -- currently in Early Access on Steam Working with 3rd party devs on games like Not the Robots (live on Steam) Preparing to release Fearless Fantasy and other unannounced titles Unannounced super-secret in-house gameFollow @tinyBuild"
2013,"Hero of the Kingdom","Casual,Adventure,Indie,Point & Click,Singleplayer,RPG,Hidden Object,Fantasy,Short,Resource Management,Isometric,Strategy",",About This Game,Set off on a dangerous journey to save your father and the kingdomYou were living a calm life on your small farm together with your father One sunny day your life completely changed Malicious bandits raided your house and burnt it to ashes Your father is missing A darkness is falling over the whole country and you are setting off on a dangerous journey to places unknown You must overcome your fear and find your father You won't hesitate to take the road This is going to be the greatest adventure of your lifeExplore a huge beautiful countryMeet dozens of people and fulfill many various questsCollect herbs, hunt for animals, and go fishingFind hundreds of scattered hidden itemsReach up to 38 achievements"
2013,"Portal 2 Sixense Perceptual Pack","Adventure,Action,Free to Play,Multiplayer,Puzzle,Singleplayer,First-Person,FPS,Robots,Strategy",",About This Game,Portal 2 Sixense Perceptual Pack is a free stand-alone game, developed with the Intel Perceptual Computing SDK, custom-designed for exclusive use with the Creative Senz3D depth and gesture camera, which is required to play this title Portal 2 is not required to play Portal 2 Sixense Perceptual PackProduct FeaturesPortal 2 Sixense Perceptual Pack enables players to experience the Portal 2 world with low latency, intuitive and immersive motion control using their handsOne to One Reach into the environments with your hands, place cubes and redirect lasers with precision, intuitively7 new exclusive maps The Portal 2 Sixense Perceptual Pack includes a set of custom single-player maps with puzzles specifically designed for the Creative Senz3D camera"
2013,"Super Sanctum TD","Tower Defense,Strategy,Indie,Casual,Retro,Isometric,2D,Singleplayer,Difficult,Pixel Graphics",",About This Game,Super Sanctum TD is a retro-styled Tower Defense game that focuses on strategy, customization and replayability Build advanced mazes and construct powerful towers to prevent alien hordes from reaching the Core! When the aliens swarm your maze and everything seems lost, use active abilities like Air Strike and Freeze to tilt the battlefield to your advantage!Strategy and skill are leading principles of Super Sanctum TD Carefully choose your loadout of towers and active abilities before each level to make sure you can handle everything that will be thrown at you Each battle is rewarded depending on your performance, and you can use these rewards to gain access to Perks that let you tweak and specialize your strategies even more!Carefully plan your maze to master the game on all difficultiesTowers like Gatling, Flamer and the Automatic Crowd Pummeler, all with their own individual strengthsIntercept enemies from reaching the Cores with active abilities like Smart Bomb and Gravity Shift!Vast perk system that lets you specialize specific towers, abilities, and more!Prove yourself as the ultimate Core defender by defeating the game on all difficulties and game modesSquare up against the best for a spot on the leaderboard by putting your deadliest strategies to the test in Survival Mode!Super Sanctum TD has recently recieved a major overhaul with a revamped UI, new perk system and rebalanced gameplay!"
2013,"Ys I & II Chronicles+","JRPG,Great Soundtrack,Action,RPG,Adventure,Anime,Action RPG,Remake,Classic,Difficult,Dungeon Crawler,Top-Down,Fantasy,Hack and Slash,Singleplayer,2D,Retro,Medieval,Pixel Graphics,Old School",",About This Game,Long, long ago, there was an ancient kingdom called Ys which prospered under the auspices of two heavenly Goddesses Over time, the kingdom came to be known as Esteria, and its divine history was largely forgotten by all but the descendants of those who once preached the Goddesses’ will The only reminder of this lost lore was a cursed spire at the foot of a giant crater, which locals came to regard as “The Devil’s Tower”Eventually, the men and women who called Esteria their home began mining a uniquely radiant silver from the nearby mountains, and development boomed Towns were built, and the land became rich with lifeThen, all at once, monsters began to appear Only a few at first – but soon enough, the land was swarming with them, and the Esterians had no choice but to hide in fear, remaining ever vigilant just to stay aliveOur story begins with a young man who’d heard rumors of these misfortunes, and strove to verify them with his own eyes; a brave swordsman with an adventurous spirit bolstered by his own youthful naiveté His name was Adol ChristinWith no regard for his own safety, Adol set sail toward Esteria through a heretofore impassable barrier of neverending storms There, he was destined to become ensconced within a 700 year-old mystery that would ultimately take him to a long-lost land nestled amongst the cloudsYs I & II Chronicles+ is the most modernized and up-to-date remake of Falcom’s classic franchise-spawning action RPGs from 1987 and 1988 Come see how the story began, and witness the birth of a legend!Key FeaturesClassic buttonless “bump” combat receives a full analog-enabled upgrade for gamepad users, and is augmented in Ys II by a robust magic systemSoundtrack selectable from among the original 80s FM-synth, an early 2000s MIDI-style remix or a modern studio performance by Falcom’s in-house rock bandCharacter art selectable from 90s-style portraits or more modern anime designsFour selectable difficulty levels and optional boss rush mode grant players a true old-school challenge (if desired)Transform into a demon to speak with any and every standard enemy in the game, creating unparalleled depth that still impresses even to this day (Ys II only)Unique Steam Achievements plus Steam Cloud support and leaderboards Adjustable high-resolution PC graphics with a smooth, consistent framerateGreater viewing area than in previously-available Ys I & II Chronicles editionsDecorative screen frames available from the earlier Japan-only Ys I & II Complete PC release, in addition to the more modernized full-screen viewport of previous Ys I & II Chronicles editions"
2013,"Electronic Super Joy","Platformer,Indie,Great Soundtrack,Difficult,Action,Singleplayer,Music,Pixel Graphics,2D,Soundtrack,Side Scroller,Retro,Rhythm,Score Attack,Short",",About This Game,Electronic Super Joy is a brutally hard platformer set in a world of pulse-pounding electronic music Run, jump, smash & fly your way through 45+ weird & different levels, with low-gravity, world rotation, giant monsters & swarming missilesDescribed as ""The Unholy merging of Super Meat Boy & Super Hexagon!""Hailed as ""Horrifically beautiful level design [] Makes me want to throw my computer out the window!""Quoted as being ""Mostly about Butts!""""pure platforming experience that plays with a lot of fresh ideas"" - Droqen, Starseed Pilgrim""This is probably the best story I've ever seen in an indie game"" - RageQuit, Rooster Teeth""Oh Dude! I'm feeling Electronic Super Joy!"" - Game Grumps""This game is AWESOME!"" - iHasCupquake""An epic sexy soundtrack to this epic sexy game"" - Markiplier""Anybody else just fucking in love with this game?"" - SevadusPlotThe Evil Groove-Wizard rules the world with an iron fistPope Theo, Archbishop of the Church of Righteous Soul has excommunicated him but then went mysteriously silent!Captain Lewis, of the 43rd Queen's Disco Troop, has vowed to resist his tyrannical rule!And he stole Little Anni McGee's teddy bear!Can you defeat the Groove-Wizard and end his Tyranny? Can you be a hero?Key FeaturesPlay through 45+ pulse-pounding levels!Groove to over 35 tracks of electronic music!Jump, Smash, Fly, and Dance across 3 brutal worlds!8+ hours of gameplay!3 HUGE Boss fights!Far too many bad puns!**Includes Holiday Update, which adds 15 new achievements, 3 more levels, and the new boss fight, Spike!**"
2013,"Ravensword: Shadowlands","RPG,Adventure,Action,Indie,Open World,Singleplayer,Fantasy",",About This Game,From the award winning studio that brought you Ravensword The Fallen King and Aralon Sword and Shadow, comes Ravensword Shadowlands After the fall of Ravengard, the world descended into chaos  The Kingdom of Tyreas stood alone against a sea of dark elven invaders  The Ravensword was lost, and the dark times began  As a descendant of an ancient line of kings, you alone have the power to wield the Ravensword again and restore that which was lostFEATURESExplore a vast and richly detailed world, gather powerful weapons and items, increase your skills, and follow a deep storyline to solve the mysteries of the Kingdom of Tyreas Gorgeous and realistic landscapesSeamlessly switch between First and Third Person viewRagdoll Physics Hundreds of items to discoverReflex and precision based combat with manual blocking and dodging Various weapon types - Bows, Crossbows, Hammers, Swords, Axes Horses and Flying Mounts Battle various enemy types including huge prehistoric creatures Lockpicking, Pick Pocketing, and Stealth skillsMagical Runes Item enhancement systemMounted combat Decision based, multi-part Quests Reputation and Jail SystemOriginal Soundtrack from composer Sean Beeson "
2013,"Draw a Stickman: EPIC","Adventure,Indie,Casual,Puzzle,Comedy,2D,Hand-drawn,Touch-Friendly",",About This Game,Draw a stickman, then guide him through a fantastic world of adventure! Using an assortment of pencils, draw elements, tools, and weapons to solve puzzles and overcome obstacles Draw a Stickman Epic could be compared to an adventure game, RPG, or puzzle game, but the unique drawing mechanic is unlike any game you've ever played before! From drawing a rain cloud for growing plants to drawing an axe for chopping down a gate, you control all aspects of your environment Explore diverse environments and encounter unusual creatures as you draw your way through 14 levels (plus a hidden bonus level)! With the non-linear gameplay, how you overcome one environment will determine which level you unlock next Each level is filled with hidden secrets and achievements, offering hours and hours of replay value Grab a pencil and dive into the world of Epic!Exclusive Features for SteamImproved visuals and audioNew hidden content exclusive to SteamMore challenging puzzlesSteam-specific content including 42 Steam Achievements, Steam Stats, Steam Cloud, and Steam Trading Cards!Awards and Recognition for Draw a Stickman EPICDownloaded 5 million times! Played over 100 million times! 5 Total Webby awards for the entire Stickman series! Included in the 100 best Apps by PC Mag! Ranked top 15 games by PC World!"
2013,"OMSI 2: Steam Edition","Simulation,Driving,Realistic,Singleplayer,Multiplayer,Moddable,TrackIR,First-Person,Casual,Open World,Replay Value,Family Friendly,Cult Classic,Relaxing,Action,Adventure,FPS",",About This Game,Off to the next round! Experience a new omnibus simulator with OMSI 2 and start discovering Spandau while driving the omnibus OMSI 2 is the successor of the well-known and awarded omnibus simulator ""OMSI - The Bus Simulator"" OMSI 2 not only offers the routes and buses you already know from OMSI, but adds lots of exciting new features In OMSI 2 you can drive the first ever articulated bus in the OMSI history, the MAN NG272 Explore the new omnibus line 5 covering a total distance of 12 km from the subway station Ruhleben to the psychiatric clinic Spandau Thanks to the newly added chronology function you´ll not only be able to drive through Spandau in 1986, but also to relive the changes taking place in Spandau between 1986 and 1994Enjoy the charm of the 80s and 90s and find out how the period after the fall of the Berlin Wall was And this all at wheel of a double-decker or articulated busThe articulated bus MAN NG272 with the exact physical and visual recreation of the joint kinematics as well as corresponding sounds and systems (bending protection)    The MAN NL202 as well as reworked and added models of the known types SD200 and SD202 (more years of production, emergency door openers, destination boards, sound variations depending on vehicle number)    The Spandau omnibus line 5 from the subway station Ruhleben to the psychiatric clinic Spandau covering a total distance of 12 km, several new buildings, a squeezed timetable and a tight 5 minute rhythm with various bus termini and assignments for diverse and long lasting driving pleasure    Replication of original timetables and tour plans for omnibus lines 5 and 92    Chronology function Relive the change taking place in Spandau between 1986 and 1994! OMSI 2 now replicates the exciting years following the German reunification and all the innovations and route expansions (line 137 to Falkensee) that came along with it This function also allows temporary changes to maps or routes caused by construction sites or special buses    Advanced and improved AI traffic (better road- and steering behaviour, railway- and subway traffic)    System damage model including different malfunctions which take time to fix    OMSI 2 supports a world coordinate system so it is possible to import a DEM (Digital Elevation Model) with the help of a DLL you can even program yourself    Animated real vertical profile on the Spandau map    New script functions such as full matrix view, advanced access to system variables    New editor functions automatic import of aerial imagery, terrain adapts to run of the road, improved spline connection algorithm, rotation of objects around all axes Intersections can easily be equipped with individual vertical profiles    Saving optimized loading of maps which allows considerably larger mapsThe classic versions of the MAN double-decker buses SD200 and SD202 are included    Realistic and intelligent traffic and detailed landscape    Realistic and controllable weather and seasonal effects    Realistic day and night effects    Many animations and animated objects    Fully functional IBIS (integrated on-board information system)    Four different views driver sight, passenger sight, exterior view or free view    Script engine to influence the handling characteristics and functions of the bus    Easy to use, map-based track editorInsert your own vehicles    Compatible with TrackIR 5"
2013,"Ballpoint Universe - Infinite","Indie,Action,Shoot 'Em Up,Hand-drawn,Platformer,Side Scroller,Singleplayer,Shooter",",About This Game,Ballpoint Universe Infinite is a shoot-em-up adventure game featuring artwork entirely drawn in ballpoint pen Explore immaculate worlds, discover the secrets of the doodles, and customize your Ink-Ship for battle!Press""Ballpoint Universe Infinite is too exuberant to ignore""  - Gamespot""Holy Crap, This Entire Game Is Drawn In Ballpoint Pen"" - Kotaku""I’m not in any way, shape, form, or doodle of a mechanical steampunk owl creature writing this one off It’s positively packed with promise""  - Rock Paper Shotgun""There comes a point in every artist’s life where they see something so amazing, so unreal, that they question what the hell it is that they’re doing with their own life Watching the trailer for Ballpoint Universe is one of those times for me""  - Daily of the DayFeaturesExplore incredible hand-drawn worldsCustomize your shipTake missions and blast through waves of enemiesTest your skills in Infinite ModeAbout the DevelopersArachnid Games is a fancy name for what is really just three dudes who love making games together  We're based in Berkeley, CA, and started in 2012LinksArachnid Games HomeArtist's TumblrArachnid Facebook"
2013,"7 Grand Steps: What Ancients Begat","Strategy,Indie,Board Game,Casual,Simulation,Singleplayer,Historical,Turn-Based",",About This Game,What Ancients Begat is a complete (~15 hour) game of family generations surviving the rise of western civilization Survival is the ultimate goal The sub-goals, you choose, build their storyExperience an abstract telling of the lives of our earliest recorded ancestors Part board game, part machine, part nod to computer games of yore, it begins with a simple mechanic Spend tokens to traverse the wheel of life Earn tokens by tempting the jaws of death Then, like layers upon a pearl, game play expands, introducing fresh tactics and strategies which, turn by turn, drive a sophisticated, emergent narrative How you play defines the lives of one family's generations through the changing agesAn enormous tableau of ancient western culture awaits your exploration Core Mechanic - Back and forth tactics, across four social boundaries, to win legend points Family Strategy - Romance Raise children Rite of Passage Family Drama - Tales in the life Sibling rivalry Failed branches Graveyard of  ancestry Grand Legends - Earned over generations, they strengthen your family Discoveries and Invention Social Advancement Heroics Ruling Games - City Administration Warring Kingdoms Imperial Senate The Challenges of an Age - Special for each social level Survive and overcome, to enter a new age"
2013,"Super Amazing Wagon Adventure","Indie,Action,Adventure,Comedy,Pixel Graphics,Retro,Rogue-like,Perma Death,2D,Singleplayer,Funny,Difficult,Shooter,Shoot 'Em Up,Side Scroller,Masterpiece,Great Soundtrack,Replay Value",",About This Game,Super Amazing Wagon Adventure is a fast-paced 2d shooting game with a random story You control a group of three migrants traveling west along a wagon trail The game consists of short scenes that are sequenced together in a semi-random way to tell a crazy adventure story One minute you could be massacring a herd of buffalo, the next attacked by eagles while falling off a cliffFeatures Stupidly fast The scene changes every 3-30 seconds with some new enemy or obstacle to overcome Face bears, snakes, spiders, buffalo, avalanches, sharks, and more! Random The scenes you play are sequenced together in a semi-random way, so you never know which dangers you will face Rare and bizarre events provide extra surprises Unlockable wagons New wagons with special weapons and characteristics are awarded for completing challenging tasks and surviving rare events Customize your party You pick your party members’ names and appearances Name them after your friends and then watch them die one by one in brutal ways A true challenge There are no checkpoints or save games When a party member dies, they stay dead"
2013,"Avadon 2: The Corruption","RPG,Indie,Strategy,Isometric,Turn-Based,Fantasy,Party-Based RPG,Singleplayer,Story Rich,Turn-Based Combat,Grid-Based Movement,CRPG,Adventure",",About This Game,Avadon 2 The Corruption is a huge, indie fantasy role-playing adventure, the second chapter in the epic Avadon trilogy You will serve the keep of Avadon, working as a spy and warrior to fight the enemies of your homeland As a servant of the Black Fortress, your word is law Experience an exciting fantasy role-playing adventure as you try to save your homeland from civil war and fiery destruction Avadon 2 The Corruption is an epic fantasy role-playing adventure in an enormous and unique world You can choose from five different character classes, each with dozens of unique spells and abilities Explore cunning dungeons, hunt for hundreds of magical artifacts, and travel through an enormous world, full of secrets Avadon 2 features many different endings Save your people, or betray them The choice is yours!Key FeaturesEpic fantasy role-playing adventure in an enormous and unique worldFive different character classes, with dozens of unique spells and abilitiesUncover the fascinating histories of Avadon and the many lands of LynaeusMany different endings Will you be loyal to Avadon or switch sides and bring it down? The choice is yours!Dozens of side quests, dungeons, and secrets to discoverHundreds of magical items to find Use powerful crystals to make your artifacts even more powerfulHuge adventure with lots of replay value Experience with Avadon The Black Fortress is entirely unnecessary to enjoy Avadon 2"
