Tag1,Tag2,value
short,mod,0
side scroller,mod,0
silent protagonist,mod,0
simulation,mod,0.000634921
sniper,mod,0
soccer,mod,0
software,mod,0
software training,mod,0
sokoban,mod,0
souls-like,mod,0
space,mod,0
space sim,mod,0
spectacle fighter,mod,0
spelling,mod,0
split screen,mod,0
sports,mod,0
star wars,mod,0
stealth,mod,0
steam machine,mod,0
steampunk,mod,0
story rich,mod,0
strategy,mod,0
strategy rpg,mod,0
stylized,mod,0
superhero,mod,0
supernatural,mod,0
surreal,mod,0
survival,mod,0.002463054
survival horror,mod,0.006993007
swordplay,mod,0
tactical,mod,0
tactical rpg,mod,0
tanks,mod,0
team-based,mod,0
text-based,mod,0
third person,mod,0
third-person shooter,mod,0.004166667
thriller,mod,0
time attack,mod,0
time management,mod,0
time manipulation,mod,0
time travel,mod,0
top-down,mod,0
top-down shooter,mod,0
touch-friendly,mod,0
tower defense,mod,0
trackir,mod,0
trading,mod,0
trading card game,mod,0
trains,mod,0
transhumanism,mod,0
turn-based,mod,0
turn-based combat,mod,0
turn-based strategy,mod,0
turn-based tactics,mod,0
twin stick shooter,mod,0
typing,mod,0
underground,mod,0
underwater,mod,0
unforgiving,mod,0
utilities,mod,0
vampire,mod,0
video production,mod,0
villain protagonist,mod,0
violent,mod,0
visual novel,mod,0
voice control,mod,0
voxel,mod,0
walking simulator,mod,0
war,mod,0
wargame,mod,0
warhammer 40k,mod,0
web publishing,mod,0
werewolves,mod,0
western,mod,0
word game,mod,0
world war i,mod,0
world war ii,mod,0
wrestling,mod,0
zombies,mod,0
2d fighter,moddable,0
3d platformer,moddable,0
4x,moddable,0.064814815
6dof,moddable,0
abstract,moddable,0
action,moddable,0.003780378
action rpg,moddable,0.003311258
action-adventure,moddable,0
addictive,moddable,0.012195122
adventure,moddable,0.003447025
agriculture,moddable,0
aliens,moddable,0.020408163
alternate history,moddable,0.03125
america,moddable,0
animation & modeling,moddable,0
anime,moddable,0
arcade,moddable,0.003076923
arena shooter,moddable,0
artificial intelligence,moddable,0
assassin,moddable,0
atmospheric,moddable,0.006235386
audio production,moddable,0
base building,moddable,0
based on a novel,moddable,0
basketball,moddable,0
batman,moddable,0
beat 'em up,moddable,0
beautiful,moddable,0
benchmark,moddable,0
blood,moddable,0.014084507
board game,moddable,0
building,moddable,0.007518797
bullet hell,moddable,0
bullet time,moddable,0
capitalism,moddable,0.066666667
card game,moddable,0
cartoony,moddable,0
casual,moddable,0.003835616
character action game,moddable,0
character customization,moddable,0
chess,moddable,0
choices matter,moddable,0.005988024
choose your own adventure,moddable,0
cinematic,moddable,0
city builder,moddable,0.013157895
class-based,moddable,0
classic,moddable,0.005636979
co-op,moddable,0.007692308
co-op campaign,moddable,0
cold war,moddable,0.016666667
comedy,moddable,0.005284016
comic book,moddable,0
competitive,moddable,0.013636364
conspiracy,moddable,0
conversation,moddable,0
crafting,moddable,0.003787879
crime,moddable,0
crowdfunded,moddable,0
crpg,moddable,0.015625
cult classic,moddable,0.012987013
cute,moddable,0.003412969
cyberpunk,moddable,0.010638298
cycling,moddable,0
dark comedy,moddable,0
dark fantasy,moddable,0.008196721
dark humor,moddable,0.01
dating sim,moddable,0
demons,moddable,0
design & illustration,moddable,0
destruction,moddable,0.03125
detective,moddable,0
difficult,moddable,0.00922722
dinosaurs,moddable,0
diplomacy,moddable,0.090909091
documentary,moddable,0
dog,moddable,0
dragons,moddable,0
drama,moddable,0
driving,moddable,0.039215686
dungeon crawler,moddable,0.017142857
dungeons & dragons,moddable,0
dynamic narration,moddable,0
dystopian ,moddable,0
e-sports,moddable,0.027027027
early access,moddable,0.002358491
economy,moddable,0.031746032
education,moddable,0.04109589
emotional,moddable,0
epic,moddable,0.027027027
episodic,moddable,0
experience,moddable,0
experimental,moddable,0
exploration,moddable,0.00921659
family friendly,moddable,0.009202454
fantasy,moddable,0.010500808
fast-paced,moddable,0.007352941
female protagonist,moddable,0.001210654
fighting,moddable,0.003030303
first-person,moddable,0.008181818
fishing,moddable,0
flight,moddable,0.017391304
fmv,moddable,0
football,moddable,0
fps,moddable,0.007075472
funny,moddable,0.008797654
futuristic,moddable,0.016806723
gambling,moddable,0
game development,moddable,0
gamemaker,moddable,0
games workshop,moddable,0
god game,moddable,0.019230769
golf,moddable,0
gore,moddable,0.005434783
gothic,moddable,0
grand strategy,moddable,0.088888889
grid-based movement,moddable,0.035087719
gun customization,moddable,0
hack and slash,moddable,0.002816901
hacking,moddable,0
hand-drawn,moddable,0
heist,moddable,0
hex grid,moddable,0.041666667
hidden object,moddable,0
historical,moddable,0.019169329
horror,moddable,0.00093633
horses,moddable,0
hunting,moddable,0
illuminati,moddable,0
indie,moddable,0.004725704
intentionally awkward controls,moddable,0
interactive fiction,moddable,0
inventory management,moddable,0
investigation,moddable,0
isometric,moddable,0.00877193
jrpg,moddable,0
kickstarter,moddable,0.015748031
lara croft,moddable,0
lego,moddable,0.010416667
lemmings,moddable,0
level editor,moddable,0.033557047
linear,moddable,0
local co-op,moddable,0.001926782
logic,moddable,0
loot,moddable,0.009009009
lore-rich,moddable,0
lovecraftian,moddable,0
magic,moddable,0.003521127
management,moddable,0.018181818
mars,moddable,0
martial arts,moddable,0.029411765
masterpiece,moddable,0.009852217
match 3,moddable,0
mature,moddable,0.005714286
mechs,moddable,0
medieval,moddable,0.011904762
metroidvania,moddable,0
military,moddable,0.024154589
minigames,moddable,0
minimalist,moddable,0.009803922
mining,moddable,0
mmorpg,moddable,0
moba,moddable,0
mod,moddable,0.028985507
moddable,moddable,0.01980198
modern,moddable,0
mouse only,moddable,0
movie,moddable,0
multiple endings,moddable,0
music,moddable,0
music-based procedural generation,moddable,0
mystery,moddable,0
mythology,moddable,0
narration,moddable,0
naval,moddable,0
ninja,moddable,0
noir,moddable,0
nonlinear,moddable,0
nsfw,moddable,0
nudity,moddable,0
offroad,moddable,0.034482759
old school,moddable,0.008130081
on-rails shooter,moddable,0
online co-op,moddable,0.009950249
open world,moddable,0.013127413
otome,moddable,0
parkour,moddable,0
parody ,moddable,0
party-based rpg,moddable,0.037974684
perma death,moddable,0
philisophical,moddable,0
photo editing,moddable,0
physics,moddable,0.024242424
pinball,moddable,0
pirates,moddable,0
platformer,moddable,0
point & click,moddable,0
political,moddable,0.042553191
politics,moddable,0.069767442
pool,moddable,0
post-apocalyptic,moddable,0
procedural generation,moddable,0
programming,moddable,0
psychedelic,moddable,0
psychological,moddable,0
psychological horror,moddable,0
puzzle,moddable,0.001589825
puzzle-platformer,moddable,0
pve,moddable,0
pvp,moddable,0.008230453
quick-time events,moddable,0
racing,moddable,0.008902077
real time tactics,moddable,0.024390244
real-time,moddable,0.0375
real-time with pause,moddable,0.06122449
realistic,moddable,0.028645833
relaxing,moddable,0.027777778
resource management,moddable,0
retro,moddable,0
rhythm,moddable,0
robots,moddable,0
rogue-like,moddable,0.002941176
rogue-lite,moddable,0
romance,moddable,0
rome,moddable,0.033333333
rpg,moddable,0.004622496
rpgmaker,moddable,0
rts,moddable,0.02247191
runner,moddable,0
sailing,moddable,0
sandbox,moddable,0.022332506
satire,moddable,0.025641026
sci-fi,moddable,0.011122346
science,moddable,0
score attack,moddable,0.016129032
sequel,moddable,0
sexual content,moddable,0
shoot 'em up,moddable,0
shooter,moddable,0.004792332
short,moddable,0
side scroller,moddable,0
silent protagonist,moddable,0
simulation,moddable,0.017777778
sniper,moddable,0
soccer,moddable,0
software,moddable,0
software training,moddable,0
sokoban,moddable,0
souls-like,moddable,0
space,moddable,0.012173913
space sim,moddable,0.036363636
spectacle fighter,moddable,0
spelling,moddable,0
split screen,moddable,0
sports,moddable,0.004329004
star wars,moddable,0.083333333
stealth,moddable,0.002222222
steam machine,moddable,0
steampunk,moddable,0.005524862
story rich,moddable,0.004094166
strategy,moddable,0.012838802
strategy rpg,moddable,0
stylized,moddable,0
superhero,moddable,0
supernatural,moddable,0
surreal,moddable,0
survival,moddable,0
survival horror,moddable,0
swordplay,moddable,0
tactical,moddable,0.023178808
tactical rpg,moddable,0
tanks,moddable,0
team-based,moddable,0.021276596
text-based,moddable,0
third person,moddable,0.004120879
third-person shooter,moddable,0.004166667
thriller,moddable,0
time attack,moddable,0
time management,moddable,0
time manipulation,moddable,0
time travel,moddable,0
top-down,moddable,0.006493506
top-down shooter,moddable,0
touch-friendly,moddable,0
tower defense,moddable,0.003984064
trackir,moddable,0.071428571
trading,moddable,0.047619048
trading card game,moddable,0
trains,moddable,0.05
transhumanism,moddable,0
turn-based,moddable,0.014824798
turn-based combat,moddable,0
turn-based strategy,moddable,0.021084337
turn-based tactics,moddable,0.025
twin stick shooter,moddable,0
typing,moddable,0
underground,moddable,0
underwater,moddable,0
unforgiving,moddable,0
utilities,moddable,0
vampire,moddable,0
video production,moddable,0
villain protagonist,moddable,0
violent,moddable,0.011494253
visual novel,moddable,0
voice control,moddable,0
voxel,moddable,0
walking simulator,moddable,0
war,moddable,0.014778325
wargame,moddable,0
warhammer 40k,moddable,0
web publishing,moddable,0
werewolves,moddable,0
western,moddable,0
word game,moddable,0
world war i,moddable,0.035714286
world war ii,moddable,0.013333333
wrestling,moddable,0
zombies,moddable,0
2d fighter,modern,0
3d platformer,modern,0
4x,modern,0
6dof,modern,0
abstract,modern,0
action,modern,0
action rpg,modern,0
action-adventure,modern,0
addictive,modern,0
adventure,modern,0
agriculture,modern,0
aliens,modern,0
alternate history,modern,0
america,modern,0
animation & modeling,modern,0
anime,modern,0
arcade,modern,0
arena shooter,modern,0
artificial intelligence,modern,0
assassin,modern,0
atmospheric,modern,0
audio production,modern,0
base building,modern,0
based on a novel,modern,0
basketball,modern,0
batman,modern,0
beat 'em up,modern,0
beautiful,modern,0
benchmark,modern,0
blood,modern,0
board game,modern,0
building,modern,0
bullet hell,modern,0
bullet time,modern,0
capitalism,modern,0
card game,modern,0
cartoony,modern,0
casual,modern,0
character action game,modern,0
character customization,modern,0
chess,modern,0
choices matter,modern,0
choose your own adventure,modern,0
cinematic,modern,0
city builder,modern,0
class-based,modern,0
classic,modern,0
co-op,modern,0
co-op campaign,modern,0
cold war,modern,0
comedy,modern,0
comic book,modern,0
competitive,modern,0
conspiracy,modern,0
conversation,modern,0
crafting,modern,0
crime,modern,0
crowdfunded,modern,0
crpg,modern,0
cult classic,modern,0
cute,modern,0
cyberpunk,modern,0
cycling,modern,0
dark comedy,modern,0
dark fantasy,modern,0
dark humor,modern,0
dating sim,modern,0
demons,modern,0
design & illustration,modern,0
destruction,modern,0
detective,modern,0
difficult,modern,0
dinosaurs,modern,0
diplomacy,modern,0
documentary,modern,0
dog,modern,0
dragons,modern,0
drama,modern,0
driving,modern,0
dungeon crawler,modern,0
dungeons & dragons,modern,0
dynamic narration,modern,0
dystopian ,modern,0
e-sports,modern,0
early access,modern,0
economy,modern,0
education,modern,0
emotional,modern,0
epic,modern,0
episodic,modern,0
experience,modern,0
experimental,modern,0
exploration,modern,0
family friendly,modern,0
fantasy,modern,0
fast-paced,modern,0
female protagonist,modern,0
fighting,modern,0
first-person,modern,0
fishing,modern,0
flight,modern,0
fmv,modern,0
football,modern,0
fps,modern,0
funny,modern,0
futuristic,modern,0
gambling,modern,0
game development,modern,0
gamemaker,modern,0
games workshop,modern,0
god game,modern,0
golf,modern,0
gore,modern,0
gothic,modern,0
grand strategy,modern,0
grid-based movement,modern,0
gun customization,modern,0
hack and slash,modern,0
hacking,modern,0
hand-drawn,modern,0
heist,modern,0
hex grid,modern,0
hidden object,modern,0
historical,modern,0
horror,modern,0
horses,modern,0
hunting,modern,0
illuminati,modern,0
indie,modern,0
intentionally awkward controls,modern,0
interactive fiction,modern,0
inventory management,modern,0
investigation,modern,0
isometric,modern,0
jrpg,modern,0
kickstarter,modern,0
lara croft,modern,0
lego,modern,0
lemmings,modern,0
level editor,modern,0
linear,modern,0
local co-op,modern,0
logic,modern,0
loot,modern,0
lore-rich,modern,0
lovecraftian,modern,0
magic,modern,0
management,modern,0
mars,modern,0
martial arts,modern,0
masterpiece,modern,0
match 3,modern,0
mature,modern,0
mechs,modern,0
medieval,modern,0
metroidvania,modern,0
military,modern,0
minigames,modern,0
minimalist,modern,0
mining,modern,0
mmorpg,modern,0
moba,modern,0
mod,modern,0
moddable,modern,0
modern,modern,0
mouse only,modern,0
movie,modern,0
multiple endings,modern,0
music,modern,0
music-based procedural generation,modern,0
mystery,modern,0
mythology,modern,0
narration,modern,0
naval,modern,0.017857143
ninja,modern,0
noir,modern,0
nonlinear,modern,0
nsfw,modern,0
nudity,modern,0
offroad,modern,0
old school,modern,0
on-rails shooter,modern,0
online co-op,modern,0
open world,modern,0
otome,modern,0
parkour,modern,0
parody ,modern,0
party-based rpg,modern,0
perma death,modern,0
philisophical,modern,0
photo editing,modern,0
physics,modern,0
pinball,modern,0
pirates,modern,0
platformer,modern,0
point & click,modern,0
political,modern,0
politics,modern,0
pool,modern,0
post-apocalyptic,modern,0
procedural generation,modern,0
programming,modern,0
psychedelic,modern,0
psychological,modern,0
psychological horror,modern,0
puzzle,modern,0
puzzle-platformer,modern,0
pve,modern,0
pvp,modern,0
quick-time events,modern,0
racing,modern,0
real time tactics,modern,0
real-time,modern,0
real-time with pause,modern,0
realistic,modern,0.002604167
relaxing,modern,0
resource management,modern,0
retro,modern,0
rhythm,modern,0
robots,modern,0
rogue-like,modern,0
rogue-lite,modern,0
romance,modern,0
rome,modern,0
rpg,modern,0
rpgmaker,modern,0
rts,modern,0
runner,modern,0
sailing,modern,0
sandbox,modern,0
satire,modern,0
sci-fi,modern,0
science,modern,0
score attack,modern,0
sequel,modern,0
sexual content,modern,0
shoot 'em up,modern,0
shooter,modern,0
short,modern,0
side scroller,modern,0
silent protagonist,modern,0
simulation,modern,0.000634921
sniper,modern,0
soccer,modern,0
software,modern,0
software training,modern,0
sokoban,modern,0
souls-like,modern,0
space,modern,0
space sim,modern,0
spectacle fighter,modern,0
spelling,modern,0
split screen,modern,0
sports,modern,0
star wars,modern,0
stealth,modern,0
steam machine,modern,0
steampunk,modern,0
story rich,modern,0
strategy,modern,0
strategy rpg,modern,0
stylized,modern,0
superhero,modern,0
supernatural,modern,0
surreal,modern,0
survival,modern,0
survival horror,modern,0
swordplay,modern,0
tactical,modern,0.001655629
tactical rpg,modern,0
tanks,modern,0
team-based,modern,0
text-based,modern,0
third person,modern,0
third-person shooter,modern,0
thriller,modern,0
time attack,modern,0
time management,modern,0
time manipulation,modern,0
time travel,modern,0
top-down,modern,0
top-down shooter,modern,0
touch-friendly,modern,0
tower defense,modern,0
trackir,modern,0
trading,modern,0
trading card game,modern,0
trains,modern,0
transhumanism,modern,0
turn-based,modern,0
turn-based combat,modern,0
turn-based strategy,modern,0
turn-based tactics,modern,0
twin stick shooter,modern,0
typing,modern,0
underground,modern,0
underwater,modern,0
unforgiving,modern,0
utilities,modern,0
vampire,modern,0
video production,modern,0
villain protagonist,modern,0
violent,modern,0
visual novel,modern,0
voice control,modern,0
voxel,modern,0
walking simulator,modern,0
war,modern,0
wargame,modern,0
warhammer 40k,modern,0
web publishing,modern,0
werewolves,modern,0
western,modern,0
word game,modern,0
world war i,modern,0
world war ii,modern,0
wrestling,modern,0
zombies,modern,0
2d fighter,mouse only,0
3d platformer,mouse only,0
4x,mouse only,0.009259259
6dof,mouse only,0
abstract,mouse only,0.012345679
action,mouse only,0.000540054
action rpg,mouse only,0
action-adventure,mouse only,0
addictive,mouse only,0.012195122
adventure,mouse only,0.000181422
agriculture,mouse only,0
aliens,mouse only,0
alternate history,mouse only,0
america,mouse only,0
animation & modeling,mouse only,0
anime,mouse only,0
arcade,mouse only,0.003076923
arena shooter,mouse only,0
artificial intelligence,mouse only,0
assassin,mouse only,0
atmospheric,mouse only,0.001558846
audio production,mouse only,0
base building,mouse only,0
based on a novel,mouse only,0
basketball,mouse only,0
batman,mouse only,0
beat 'em up,mouse only,0.004975124
beautiful,mouse only,0
benchmark,mouse only,0
blood,mouse only,0
board game,mouse only,0
building,mouse only,0
bullet hell,mouse only,0.006451613
bullet time,mouse only,0
capitalism,mouse only,0
card game,mouse only,0
cartoony,mouse only,0
casual,mouse only,0.003287671
character action game,mouse only,0
character customization,mouse only,0
chess,mouse only,0
choices matter,mouse only,0.005988024
choose your own adventure,mouse only,0.009345794
cinematic,mouse only,0
city builder,mouse only,0
class-based,mouse only,0
classic,mouse only,0
co-op,mouse only,0.000641026
co-op campaign,mouse only,0
cold war,mouse only,0
comedy,mouse only,0.001321004
comic book,mouse only,0
competitive,mouse only,0.004545455
conspiracy,mouse only,0
conversation,mouse only,0
crafting,mouse only,0
crime,mouse only,0
crowdfunded,mouse only,0
crpg,mouse only,0
cult classic,mouse only,0
cute,mouse only,0
cyberpunk,mouse only,0
cycling,mouse only,0
dark comedy,mouse only,0
dark fantasy,mouse only,0
dark humor,mouse only,0
dating sim,mouse only,0
demons,mouse only,0
design & illustration,mouse only,0
destruction,mouse only,0
detective,mouse only,0
difficult,mouse only,0.003460208
dinosaurs,mouse only,0
diplomacy,mouse only,0
documentary,mouse only,0
dog,mouse only,0
dragons,mouse only,0
drama,mouse only,0
driving,mouse only,0
dungeon crawler,mouse only,0
dungeons & dragons,mouse only,0
dynamic narration,mouse only,0
dystopian ,mouse only,0
e-sports,mouse only,0
early access,mouse only,0
economy,mouse only,0
education,mouse only,0
emotional,mouse only,0
epic,mouse only,0.013513514
episodic,mouse only,0
experience,mouse only,0
experimental,mouse only,0
exploration,mouse only,0.001536098
family friendly,mouse only,0
fantasy,mouse only,0
fast-paced,mouse only,0.003676471
female protagonist,mouse only,0
fighting,mouse only,0.003030303
first-person,mouse only,0.000909091
fishing,mouse only,0
flight,mouse only,0
fmv,mouse only,0
football,mouse only,0
fps,mouse only,0
funny,mouse only,0
futuristic,mouse only,0.008403361
gambling,mouse only,0
game development,mouse only,0
gamemaker,mouse only,0
games workshop,mouse only,0
god game,mouse only,0
golf,mouse only,0
gore,mouse only,0
gothic,mouse only,0
grand strategy,mouse only,0
grid-based movement,mouse only,0
gun customization,mouse only,0
hack and slash,mouse only,0
hacking,mouse only,0
hand-drawn,mouse only,0
heist,mouse only,0
hex grid,mouse only,0
hidden object,mouse only,0
historical,mouse only,0
horror,mouse only,0.00093633
horses,mouse only,0
hunting,mouse only,0
illuminati,mouse only,0
indie,mouse only,0.001643723
intentionally awkward controls,mouse only,0
interactive fiction,mouse only,0.011235955
inventory management,mouse only,0
investigation,mouse only,0
isometric,mouse only,0
jrpg,mouse only,0
kickstarter,mouse only,0
lara croft,mouse only,0
lego,mouse only,0
lemmings,mouse only,0
level editor,mouse only,0.006711409
linear,mouse only,0
local co-op,mouse only,0
logic,mouse only,0
loot,mouse only,0
lore-rich,mouse only,0
lovecraftian,mouse only,0
magic,mouse only,0
management,mouse only,0
mars,mouse only,0
martial arts,mouse only,0.029411765
masterpiece,mouse only,0
match 3,mouse only,0.022222222
mature,mouse only,0
mechs,mouse only,0
medieval,mouse only,0
metroidvania,mouse only,0
military,mouse only,0
minigames,mouse only,0
minimalist,mouse only,0.019607843
mining,mouse only,0
mmorpg,mouse only,0
moba,mouse only,0
mod,mouse only,0
moddable,mouse only,0.004950495
modern,mouse only,0
mouse only,mouse only,0.130434783
movie,mouse only,0
multiple endings,mouse only,0
music,mouse only,0.005494505
music-based procedural generation,mouse only,0
mystery,mouse only,0
mythology,mouse only,0
narration,mouse only,0
naval,mouse only,0
ninja,mouse only,0
noir,mouse only,0
nonlinear,mouse only,0
nsfw,mouse only,0
nudity,mouse only,0
offroad,mouse only,0
old school,mouse only,0
on-rails shooter,mouse only,0
online co-op,mouse only,0.002487562
open world,mouse only,0
otome,mouse only,0
parkour,mouse only,0
parody ,mouse only,0
party-based rpg,mouse only,0
perma death,mouse only,0
philisophical,mouse only,0
photo editing,mouse only,0
physics,mouse only,0
pinball,mouse only,0
pirates,mouse only,0
platformer,mouse only,0
point & click,mouse only,0.003558719
political,mouse only,0
politics,mouse only,0
pool,mouse only,0
post-apocalyptic,mouse only,0
procedural generation,mouse only,0
programming,mouse only,0
psychedelic,mouse only,0
psychological,mouse only,0
psychological horror,mouse only,0.004739336
puzzle,mouse only,0.001059883
puzzle-platformer,mouse only,0
pve,mouse only,0
pvp,mouse only,0.004115226
quick-time events,mouse only,0
racing,mouse only,0
real time tactics,mouse only,0
real-time,mouse only,0.0125
real-time with pause,mouse only,0
realistic,mouse only,0
relaxing,mouse only,0.006944444
resource management,mouse only,0
retro,mouse only,0.001623377
rhythm,mouse only,0.026315789
robots,mouse only,0.005235602
rogue-like,mouse only,0
rogue-lite,mouse only,0
romance,mouse only,0
rome,mouse only,0
rpg,mouse only,0.000770416
rpgmaker,mouse only,0
rts,mouse only,0.002808989
runner,mouse only,0
sailing,mouse only,0
sandbox,mouse only,0
satire,mouse only,0
sci-fi,mouse only,0.002022245
science,mouse only,0
score attack,mouse only,0
sequel,mouse only,0
sexual content,mouse only,0
shoot 'em up,mouse only,0
shooter,mouse only,0
short,mouse only,0
side scroller,mouse only,0
silent protagonist,mouse only,0
simulation,mouse only,0
sniper,mouse only,0
soccer,mouse only,0
software,mouse only,0
software training,mouse only,0
sokoban,mouse only,0
souls-like,mouse only,0
space,mouse only,0.00173913
space sim,mouse only,0
spectacle fighter,mouse only,0
spelling,mouse only,0
split screen,mouse only,0
sports,mouse only,0
star wars,mouse only,0
stealth,mouse only,0
steam machine,mouse only,0
steampunk,mouse only,0
story rich,mouse only,0
strategy,mouse only,0.000475511
strategy rpg,mouse only,0
stylized,mouse only,0
superhero,mouse only,0
supernatural,mouse only,0
surreal,mouse only,0
survival,mouse only,0.001231527
survival horror,mouse only,0.003496503
swordplay,mouse only,0
tactical,mouse only,0
tactical rpg,mouse only,0
tanks,mouse only,0
team-based,mouse only,0.007092199
text-based,mouse only,0
third person,mouse only,0
third-person shooter,mouse only,0
thriller,mouse only,0
time attack,mouse only,0
time management,mouse only,0
time manipulation,mouse only,0
time travel,mouse only,0
top-down,mouse only,0
top-down shooter,mouse only,0
touch-friendly,mouse only,0.017857143
tower defense,mouse only,0
trackir,mouse only,0
trading,mouse only,0
trading card game,mouse only,0
trains,mouse only,0
transhumanism,mouse only,0
turn-based,mouse only,0
turn-based combat,mouse only,0
turn-based strategy,mouse only,0
turn-based tactics,mouse only,0
twin stick shooter,mouse only,0
typing,mouse only,0
underground,mouse only,0
underwater,mouse only,0
unforgiving,mouse only,0
utilities,mouse only,0
vampire,mouse only,0
video production,mouse only,0
villain protagonist,mouse only,0
violent,mouse only,0
visual novel,mouse only,0
voice control,mouse only,0
voxel,mouse only,0
walking simulator,mouse only,0
war,mouse only,0
wargame,mouse only,0
warhammer 40k,mouse only,0
web publishing,mouse only,0
werewolves,mouse only,0
western,mouse only,0
word game,mouse only,0
world war i,mouse only,0
world war ii,mouse only,0
wrestling,mouse only,0
zombies,mouse only,0
2d fighter,movie,0
3d platformer,movie,0
4x,movie,0
6dof,movie,0
abstract,movie,0
action,movie,0
action rpg,movie,0
action-adventure,movie,0
addictive,movie,0
adventure,movie,0
agriculture,movie,0
aliens,movie,0
alternate history,movie,0
america,movie,0
animation & modeling,movie,0
anime,movie,0
arcade,movie,0
arena shooter,movie,0
artificial intelligence,movie,0
assassin,movie,0
atmospheric,movie,0
audio production,movie,0
base building,movie,0
based on a novel,movie,0
basketball,movie,0
batman,movie,0
beat 'em up,movie,0
beautiful,movie,0
benchmark,movie,0
blood,movie,0
board game,movie,0
building,movie,0
bullet hell,movie,0
bullet time,movie,0
capitalism,movie,0
card game,movie,0
cartoony,movie,0
casual,movie,0
character action game,movie,0
character customization,movie,0
chess,movie,0
choices matter,movie,0
choose your own adventure,movie,0
cinematic,movie,0
city builder,movie,0
class-based,movie,0
classic,movie,0
co-op,movie,0
co-op campaign,movie,0
cold war,movie,0
comedy,movie,0
comic book,movie,0
competitive,movie,0
conspiracy,movie,0
conversation,movie,0
crafting,movie,0
crime,movie,0
crowdfunded,movie,0
crpg,movie,0
cult classic,movie,0
cute,movie,0
cyberpunk,movie,0
cycling,movie,0
dark comedy,movie,0
dark fantasy,movie,0
dark humor,movie,0
dating sim,movie,0
demons,movie,0
design & illustration,movie,0
destruction,movie,0
detective,movie,0
difficult,movie,0
dinosaurs,movie,0
diplomacy,movie,0
documentary,movie,0.2
dog,movie,0
dragons,movie,0
drama,movie,0
driving,movie,0
dungeon crawler,movie,0
dungeons & dragons,movie,0
dynamic narration,movie,0
dystopian ,movie,0
e-sports,movie,0
early access,movie,0
economy,movie,0
education,movie,0
emotional,movie,0
epic,movie,0
episodic,movie,0
experience,movie,0
experimental,movie,0
exploration,movie,0
family friendly,movie,0
fantasy,movie,0
fast-paced,movie,0
female protagonist,movie,0
fighting,movie,0
first-person,movie,0
fishing,movie,0
flight,movie,0
fmv,movie,0
football,movie,0
fps,movie,0
funny,movie,0
futuristic,movie,0
gambling,movie,0
game development,movie,0
gamemaker,movie,0
games workshop,movie,0
god game,movie,0
golf,movie,0
gore,movie,0
gothic,movie,0
grand strategy,movie,0
grid-based movement,movie,0
gun customization,movie,0
hack and slash,movie,0
hacking,movie,0
hand-drawn,movie,0
heist,movie,0
hex grid,movie,0
hidden object,movie,0
historical,movie,0
horror,movie,0.00093633
horses,movie,0
hunting,movie,0
illuminati,movie,0
indie,movie,0.000410931
intentionally awkward controls,movie,0
interactive fiction,movie,0
inventory management,movie,0
investigation,movie,0
isometric,movie,0
jrpg,movie,0
kickstarter,movie,0
lara croft,movie,0
lego,movie,0
lemmings,movie,0
level editor,movie,0
linear,movie,0
local co-op,movie,0
logic,movie,0
loot,movie,0
lore-rich,movie,0
lovecraftian,movie,0
magic,movie,0
management,movie,0
mars,movie,0
martial arts,movie,0
masterpiece,movie,0
match 3,movie,0
mature,movie,0
mechs,movie,0
medieval,movie,0
metroidvania,movie,0
military,movie,0
minigames,movie,0
minimalist,movie,0
mining,movie,0
mmorpg,movie,0
moba,movie,0
mod,movie,0
moddable,movie,0
modern,movie,0
mouse only,movie,0
movie,movie,0
multiple endings,movie,0
music,movie,0
music-based procedural generation,movie,0
mystery,movie,0
mythology,movie,0
narration,movie,0
naval,movie,0
ninja,movie,0
noir,movie,0
nonlinear,movie,0
nsfw,movie,0
nudity,movie,0
offroad,movie,0
old school,movie,0
on-rails shooter,movie,0
online co-op,movie,0
open world,movie,0
otome,movie,0
parkour,movie,0
parody ,movie,0
party-based rpg,movie,0
perma death,movie,0
philisophical,movie,0
photo editing,movie,0
physics,movie,0
pinball,movie,0
pirates,movie,0
platformer,movie,0
point & click,movie,0
political,movie,0
politics,movie,0
pool,movie,0
post-apocalyptic,movie,0
procedural generation,movie,0
programming,movie,0
psychedelic,movie,0
psychological,movie,0
psychological horror,movie,0
puzzle,movie,0
puzzle-platformer,movie,0
pve,movie,0
pvp,movie,0
quick-time events,movie,0
racing,movie,0
real time tactics,movie,0
real-time,movie,0
real-time with pause,movie,0
realistic,movie,0
relaxing,movie,0
resource management,movie,0
retro,movie,0
rhythm,movie,0
robots,movie,0
rogue-like,movie,0
rogue-lite,movie,0
romance,movie,0
rome,movie,0
rpg,movie,0
rpgmaker,movie,0
rts,movie,0
runner,movie,0
sailing,movie,0
sandbox,movie,0
satire,movie,0
sci-fi,movie,0
science,movie,0
score attack,movie,0
sequel,movie,0
sexual content,movie,0
shoot 'em up,movie,0
shooter,movie,0
short,movie,0
side scroller,movie,0
silent protagonist,movie,0
simulation,movie,0
sniper,movie,0
soccer,movie,0
software,movie,0
software training,movie,0
sokoban,movie,0
souls-like,movie,0
space,movie,0
space sim,movie,0
spectacle fighter,movie,0
spelling,movie,0
split screen,movie,0
sports,movie,0
star wars,movie,0
stealth,movie,0
steam machine,movie,0
steampunk,movie,0
story rich,movie,0
strategy,movie,0
strategy rpg,movie,0
stylized,movie,0
