"Year","Game","Appid","MainTags","MainTag1","MainTag2","MainTag3","MainTag4","MainTag5"
2014,"Epic Battle Fantasy 4",265610,"rpg,turn-based,fantasy,anime,epic","rpg","turn-based","fantasy","anime","epic"
2014,"Evolution RTS",291150,"rts,casual,strategy,simulation,sci-fi","rts","casual","strategy","simulation","sci-fi"
2014,"Assassin's Creed Liberation HD",260210,"assassin,action,open world,female protagonist,adventure","assassin","action","open world","female protagonist","adventure"
2014,"Millie",294230,"casual,puzzle,indie,action,cute","casual","puzzle","indie","action","cute"
2014,"Gold Rush! Anniversary",319230,"adventure,point & click,indie,strategy,NA","adventure","point & click","indie","strategy","NA"
2014,"FarSky",286340,"survival,sandbox,short,open world,underwater","survival","sandbox","short","open world","underwater"
2014,"International Snooker",299500,"sports,simulation,pool,casual,NA","sports","simulation","pool","casual","NA"
2014,"Steel & Steam: Episode 1",310450,"rpg,steampunk,jrpg,rpgmaker,NA","rpg","steampunk","jrpg","rpgmaker","NA"
2014,"Princess Remedy in a World of Hurt",407900,"adventure,short,indie,female protagonist,retro","adventure","short","indie","female protagonist","retro"
2014,"Hive",251210,"board game,strategy,casual,indie,turn-based","board game","strategy","casual","indie","turn-based"
2014,"FootLOL: Epic Fail League",263740,"soccer,action,funny,football,sports","soccer","action","funny","football","sports"
2014,"Aveyond 3-2: Gates of Night",278490,"rpg,adventure,indie,rpgmaker,casual","rpg","adventure","indie","rpgmaker","casual"
2014,"Robotex",330350,"adventure,action,indie,casual,platformer","adventure","action","indie","casual","platformer"
2014,"Geometry Wars 3: Dimensions Evolved",310790,"arcade,shooter,action,twin stick shooter,shoot 'em up","arcade","shooter","action","twin stick shooter","shoot 'em up"
2014,"Elegy for a Dead World",252290,"indie,adventure,story rich,atmospheric,interactive fiction","indie","adventure","story rich","atmospheric","interactive fiction"
2014,"Transport Giant",271370,"simulation,trains,strategy,economy,management","simulation","trains","strategy","economy","management"
2014,"Angvik",278890,"action,platformer,indie,adventure,difficult","action","platformer","indie","adventure","difficult"
2014,"Famaze",297210,"rpg,strategy,retro,rogue-like,indie","rpg","strategy","retro","rogue-like","indie"
2014,"Potatoman Seeks the Troof",328500,"platformer,adventure,indie,retro,action","platformer","adventure","indie","retro","action"
2014,"Chronology",269330,"adventure,puzzle,indie,platformer,time manipulation","adventure","puzzle","indie","platformer","time manipulation"
2014,"Soul Gambler",313020,"visual novel,adventure,rpg,indie,choices matter","visual novel","adventure","rpg","indie","choices matter"
2014,"Guns n Zombies",264300,"zombies,survival,action,rpg,adventure","zombies","survival","action","rpg","adventure"
2014,"Sudeki",233350,"rpg,adventure,action,action rpg,fantasy","rpg","adventure","action","action rpg","fantasy"
2014,"Rising World",324080,"building,sandbox,early access,survival,open world","building","sandbox","early access","survival","open world"
2014,"Oniken: Unstoppable Edition",252010,"action,difficult,retro,platformer,indie","action","difficult","retro","platformer","indie"
2014,"Angels of Fasaria: Version 2.0",335900,"rpg,adventure,mmorpg,indie,rpgmaker","rpg","adventure","mmorpg","indie","rpgmaker"
2014,"Paranautical Activity: Deluxe Atonement Edition",250580,"fps,action,difficult,rogue-like,indie","fps","action","difficult","rogue-like","indie"
2014,"Battlepaths",296050,"rpg,loot,indie,turn-based,NA","rpg","loot","indie","turn-based","NA"
2014,"Hexcells Infinite",304410,"puzzle,logic,indie,casual,strategy","puzzle","logic","indie","casual","strategy"
2014,"National Zombie Park",332780,"survival,zombies,open world,co-op,difficult","survival","zombies","open world","co-op","difficult"
2014,"Final Dusk",337420,"action,vampire,puzzle,anime,indie","action","vampire","puzzle","anime","indie"
2014,"Grim Legends: The Forsaken Bride",284850,"hidden object,adventure,point & click,casual,female protagonist","hidden object","adventure","point & click","casual","female protagonist"
2014,"Jet Gunner",314250,"action,indie,retro,difficult,adventure","action","indie","retro","difficult","adventure"
2014,"Z",275530,"strategy,classic,rts,action,robots","strategy","classic","rts","action","robots"
2014,"Creeper World 3: Arc Eternal",280220,"strategy,simulation,tower defense,indie,sci-fi","strategy","simulation","tower defense","indie","sci-fi"
2014,"Uebergame",391780,"indie,casual,shooter,action,fps","indie","casual","shooter","action","fps"
2014,"Eufloria HD",221180,"strategy,indie,relaxing,casual,NA","strategy","indie","relaxing","casual","NA"
2014,"Orborun",308580,"action,local co-op,indie,racing,NA","action","local co-op","indie","racing","NA"
2014,"Blitzkrieg Anthology",313480,"strategy,military,historical,realistic,difficult","strategy","military","historical","realistic","difficult"
2014,"Spoiler Alert",283230,"platformer,comedy,indie,casual,adventure","platformer","comedy","indie","casual","adventure"
2014,"bit Dungeon II",331440,"action,adventure,rpg,indie,rogue-like","action","adventure","rpg","indie","rogue-like"
2014,"WORLD END ECONOMiCA episode.01",269250,"visual novel,anime,indie,sci-fi,economy","visual novel","anime","indie","sci-fi","economy"
2014,"See No Evil",313830,"indie,puzzle,isometric,fantasy,adventure","indie","puzzle","isometric","fantasy","adventure"
2014,"SuperPower 2 Steam Edition",282400,"simulation,war,economy,strategy,politics","simulation","war","economy","strategy","politics"
2014,"Assassin's Creed Freedom Cry",277590,"assassin,action,adventure,open world,pirates","assassin","action","adventure","open world","pirates"
2014,"Kinetic Void",227160,"space,simulation,action,sandbox,adventure","space","simulation","action","sandbox","adventure"
2014,"Eterium",280200,"action,space,indie,space sim,simulation","action","space","indie","space sim","simulation"
2014,"Gunspell - Steam Edition",328100,"adventure,rpg,match 3,puzzle,indie","adventure","rpg","match 3","puzzle","indie"
2014,"Super Win the Game",310700,"action,retro,exploration,indie,platformer","action","retro","exploration","indie","platformer"
2014,"Real Boxing",296770,"fighting,sports,simulation,arcade,action","fighting","sports","simulation","arcade","action"
2014,"If My Heart Had Wings",326480,"visual novel,anime,nudity,dating sim,romance","visual novel","anime","nudity","dating sim","romance"
2014,"CubeGun",299420,"early access,indie,sandbox,action,crafting","early access","indie","sandbox","action","crafting"
2014,"Swipecart",295930,"racing,indie,casual,NA,NA","racing","indie","casual","NA","NA"
2014,"Game Tycoon 1.5",273770,"strategy,simulation,management,economy,casual","strategy","simulation","management","economy","casual"
2014,"Rise to Ruins",328080,"strategy,survival,tower defense,sandbox,early access","strategy","survival","tower defense","sandbox","early access"
2014,"Battlegrounds of Eldhelm",329020,"rpg,indie,card game,NA,NA","rpg","indie","card game","NA","NA"
2014,"Nightmares from the Deep: The Cursed Heart",259740,"hidden object,puzzle,pirates,adventure,casual","hidden object","puzzle","pirates","adventure","casual"
2014,"Psichodelya",301680,"action,indie,shoot 'em up,bullet hell,NA","action","indie","shoot 'em up","bullet hell","NA"
2014,"TransOcean: The Shipping Company",289930,"strategy,management,simulation,economy,casual","strategy","management","simulation","economy","casual"
2014,"Sweet Lily Dreams",300540,"rpg,adventure,indie,horror,rpgmaker","rpg","adventure","indie","horror","rpgmaker"
2014,"Motorama",327010,"racing,action,simulation,NA,NA","racing","action","simulation","NA","NA"
2014,"Steam Marines",253630,"tactical,space,procedural generation,difficult,steampunk","tactical","space","procedural generation","difficult","steampunk"
2014,"Double Dragon: Neon",252350,"co-op,action,online co-op,classic,beat 'em up","co-op","action","online co-op","classic","beat 'em up"
2014,"Life Goes On: Done to Death",250050,"puzzle,platformer,indie,casual,puzzle-platformer","puzzle","platformer","indie","casual","puzzle-platformer"
2014,"Rising Angels: Reborn",321840,"visual novel,anime,indie,adventure,female protagonist","visual novel","anime","indie","adventure","female protagonist"
2014,"Dungeon Defenders Eternity",302270,"tower defense,co-op,rpg,action rpg,action","tower defense","co-op","rpg","action rpg","action"
2014,"Tribloos 2",271550,"time management,casual,indie,strategy,NA","time management","casual","indie","strategy","NA"
2014,"Hexcells Plus",271900,"puzzle,indie,casual,strategy,minimalist","puzzle","indie","casual","strategy","minimalist"
2014,"Fearless Fantasy",282100,"rpg,indie,turn-based,casual,adventure","rpg","indie","turn-based","casual","adventure"
2014,"WARMACHINE: Tactics",253510,"turn-based,tactical,strategy,turn-based strategy,steampunk","turn-based","tactical","strategy","turn-based strategy","steampunk"
2014,"Cult of the Wind",293840,"indie,action,masterpiece,funny,NA","indie","action","masterpiece","funny","NA"
2014,"Clockwork Tales: Of Glass and Ink",284830,"adventure,steampunk,short,hidden object,casual","adventure","steampunk","short","hidden object","casual"
2014,"Merchants of Kaidan",294020,"trading,rpg,strategy,simulation,adventure","trading","rpg","strategy","simulation","adventure"
2014,"KAMI",272040,"puzzle,relaxing,casual,indie,touch-friendly","puzzle","relaxing","casual","indie","touch-friendly"
2014,"Terrorhedron Tower Defense",299720,"tower defense,strategy,co-op,online co-op,indie","tower defense","strategy","co-op","online co-op","indie"
2014,"Blood: One Unit Whole Blood",299030,"blood,fps,classic,action,horror","blood","fps","classic","action","horror"
2014,"Ether One",265950,"adventure,exploration,puzzle,indie,first-person","adventure","exploration","puzzle","indie","first-person"
2014,"Distant Worlds: Universe",261470,"strategy,space,4x,sci-fi,real-time","strategy","space","4x","sci-fi","real-time"
2014,"1001 Spikes",260790,"action,retro,co-op,platformer,indie","action","retro","co-op","platformer","indie"
2014,"Split/Second",297860,"racing,action,split screen,destruction,arcade","racing","action","split screen","destruction","arcade"
2014,"Half Minute Hero: The Second Coming",240970,"rpg,jrpg,indie,action,fast-paced","rpg","jrpg","indie","action","fast-paced"
2014,"Summoner",275570,"rpg,action,fantasy,action rpg,classic","rpg","action","fantasy","action rpg","classic"
2014,"Joe Dever's Lone Wolf HD Remastered",279440,"adventure,turn-based,rpg,indie,story rich","adventure","turn-based","rpg","indie","story rich"
2014,"Soldiers: Heroes of World War II",11480,"strategy,world war ii,rts,NA,NA","strategy","world war ii","rts","NA","NA"
2014,"Chariot",319450,"platformer,co-op,physics,adventure,indie","platformer","co-op","physics","adventure","indie"
2014,"Escape Goat 2",255340,"indie,platformer,puzzle,casual,action","indie","platformer","puzzle","casual","action"
2014,"Black Mirror III",286480,"horror,atmospheric,adventure,point & click,puzzle","horror","atmospheric","adventure","point & click","puzzle"
2014,"Our Darker Purpose",262790,"rogue-like,action,rpg,difficult,indie","rogue-like","action","rpg","difficult","indie"
2014,"Gabriel Knight: Sins of the Fathers 20th Anniversary Edition",262000,"adventure,mystery,puzzle,point & click,classic","adventure","mystery","puzzle","point & click","classic"
2014,"IL-2 Sturmovik: Battle of Stalingrad",307960,"simulation,flight,world war ii,historical,realistic","simulation","flight","world war ii","historical","realistic"
2014,"Warlock 2: The Exiled",205990,"strategy,fantasy,turn-based,turn-based strategy,magic","strategy","fantasy","turn-based","turn-based strategy","magic"
2014,"Paper Sorcerer",263560,"rpg,adventure,indie,dungeon crawler,turn-based","rpg","adventure","indie","dungeon crawler","turn-based"
2014,"Letter Quest: Grimm's Journey",328730,"rpg,casual,indie,word game,puzzle","rpg","casual","indie","word game","puzzle"
2014,"Shadow Warrior (Classic)",358400,"action,fps,classic,NA,NA","action","fps","classic","NA","NA"
2014,"The Last Tinker: City of Colors",260160,"adventure,action,indie,family friendly,3d platformer","adventure","action","indie","family friendly","3d platformer"
2014,"10 Second Ninja",271670,"platformer,ninja,indie,action,fast-paced","platformer","ninja","indie","action","fast-paced"
2014,"Gray Matter",260570,"adventure,mystery,magic,point & click,female protagonist","adventure","mystery","magic","point & click","female protagonist"
2014,"Full Bore",264060,"puzzle,exploration,indie,adventure,casual","puzzle","exploration","indie","adventure","casual"
2014,"The Last Federation",273070,"strategy,simulation,turn-based,grand strategy,tactical","strategy","simulation","turn-based","grand strategy","tactical"
2014,"The Lost Crown",291710,"horror,mystery,adventure,indie,point & click","horror","mystery","adventure","indie","point & click"
2014,"Black Mirror II",286460,"atmospheric,puzzle,adventure,point & click,horror","atmospheric","puzzle","adventure","point & click","horror"
2014,"Lords of Xulima",296570,"rpg,turn-based,fantasy,adventure,old school","rpg","turn-based","fantasy","adventure","old school"
2014,"FOTONICA",253290,"first-person,arcade,indie,action,abstract","first-person","arcade","indie","action","abstract"
2014,"Dead State: Reanimated",239840,"survival,rpg,turn-based,tactical,action","survival","rpg","turn-based","tactical","action"
2014,"Soulbringer",283310,"rpg,fantasy,retro,action,NA","rpg","fantasy","retro","action","NA"
2014,"Nostradamus: The Last Prophecy",287720,"adventure,casual,point & click,mystery,first-person","adventure","casual","point & click","mystery","first-person"
2014,"Crowntakers",294370,"rpg,strategy,fantasy,turn-based,indie","rpg","strategy","fantasy","turn-based","indie"
2014,"Richard & Alice",279260,"adventure,indie,mystery,point & click,noir","adventure","indie","mystery","point & click","noir"
2014,"Anomaly Defenders",294750,"tower defense,strategy,indie,action,sci-fi","tower defense","strategy","indie","action","sci-fi"
2014,"Bravada",315930,"rpg,strategy,indie,NA,NA","rpg","strategy","indie","NA","NA"
2014,"Iron Storm",296180,"action,adventure,indie,fps,alternate history","action","adventure","indie","fps","alternate history"
2014,"Eurofighter Typhoon",283350,"simulation,flight,action,NA,NA","simulation","flight","action","NA","NA"
2014,"The Marvellous Miss Take",327310,"stealth,action,heist,female protagonist,indie","stealth","action","heist","female protagonist","indie"
2014,"Rhiannon: Curse of the Four Branches",298140,"first-person,adventure,indie,point & click,horror","first-person","adventure","indie","point & click","horror"
2014,"Dracula: The Resurrection",289800,"adventure,point & click,vampire,puzzle,casual","adventure","point & click","vampire","puzzle","casual"
2014,"The Yawhg",269030,"choose your own adventure,indie,local co-op,story rich,rpg","choose your own adventure","indie","local co-op","story rich","rpg"
2014,"Drunken Robot Pornography",209060,"robots,action,first-person,shooter,fps","robots","action","first-person","shooter","fps"
2014,"99 Levels To Hell",264280,"rogue-like,shooter,indie,platformer,action","rogue-like","shooter","indie","platformer","action"
2014,"The Impossible Game",251630,"level editor,addictive,indie,difficult,platformer","level editor","addictive","indie","difficult","platformer"
2014,"Eidolon",286140,"exploration,open world,survival,walking simulator,indie","exploration","open world","survival","walking simulator","indie"
2014,"Obscure",254460,"horror,survival horror,co-op,survival,classic","horror","survival horror","co-op","survival","classic"
2014,"Oknytt",286320,"adventure,puzzle,indie,point & click,atmospheric","adventure","puzzle","indie","point & click","atmospheric"
2014,"Obscure II (Obscure: The Aftermath)",254480,"horror,action,survival horror,adventure,co-op","horror","action","survival horror","adventure","co-op"
2014,"Pineview Drive",288880,"horror,action,adventure,indie,atmospheric","horror","action","adventure","indie","atmospheric"
2014,"Horizon",236130,"strategy,space,4x,turn-based,open world","strategy","space","4x","turn-based","open world"
2014,"Shadow Puppeteer",316480,"indie,adventure,co-op,local co-op,puzzle","indie","adventure","co-op","local co-op","puzzle"
2014,"Windforge",266170,"rpg,steampunk,action,building,survival","rpg","steampunk","action","building","survival"
2014,"Harvester",287020,"adventure,violent,horror,fmv,point & click","adventure","violent","horror","fmv","point & click"
2014,"Akaneiro: Demon Hunters",230310,"rpg,action,indie,hack and slash,female protagonist","rpg","action","indie","hack and slash","female protagonist"
2014,"Escape Dead Island",226560,"zombies,adventure,survival,stealth,action","zombies","adventure","survival","stealth","action"
2014,"Marine Sharpshooter II: Jungle Warfare",283370,"action,fps,sniper,NA,NA","action","fps","sniper","NA","NA"
2014,"Blade Kitten",9940,"action,adventure,anime,platformer,female protagonist","action","adventure","anime","platformer","female protagonist"
2014,"Daylight",382800,"thriller,horror,indie,movie,NA","thriller","horror","indie","movie","NA"
2014,"Light",271730,"action,stealth,indie,adventure,strategy","action","stealth","indie","adventure","strategy"
2014,"Royal Defense",291170,"strategy,indie,casual,tower defense,NA","strategy","indie","casual","tower defense","NA"
2014,"Vangers",264080,"racing,action,adventure,indie,atmospheric","racing","action","adventure","indie","atmospheric"
2014,"Gunman Clive",262550,"action,indie,western,platformer,side scroller","action","indie","western","platformer","side scroller"
2014,"""Glow Ball"" - The billiard puzzle game",388390,"indie,casual,strategy,sports,NA","indie","casual","strategy","sports","NA"
2014,"3089 -- Futuristic Action RPG",263360,"action,futuristic,rpg,indie,fps","action","futuristic","rpg","indie","fps"
2014,"Hard Truck Apocalypse / Ex Machina",285500,"post-apocalyptic,atmospheric,open world,action,rpg","post-apocalyptic","atmospheric","open world","action","rpg"
2014,"Velocibox",317710,"action,difficult,indie,fast-paced,arcade","action","difficult","indie","fast-paced","arcade"
2014,"Rush for Glory",303470,"tower defense,action,strategy,NA,NA","tower defense","action","strategy","NA","NA"
2014,"Inside The Gear",333120,"puzzle,physics,casual,indie,atmospheric","puzzle","physics","casual","indie","atmospheric"
2014,"Pharaoh's Tomb",358330,"adventure,platformer,retro,NA,NA","adventure","platformer","retro","NA","NA"
2014,"Team Indie",302850,"indie,action,puzzle,platformer,puzzle-platformer","indie","action","puzzle","platformer","puzzle-platformer"
2014,"Realms of Chaos",358320,"action,adventure,platformer,NA,NA","action","adventure","platformer","NA","NA"
2014,"Agarest: Generations of War Zero",260130,"rpg,strategy,adventure,anime,jrpg","rpg","strategy","adventure","anime","jrpg"
2014,"Beware Planet Earth",267340,"tower defense,strategy,indie,casual,aliens","tower defense","strategy","indie","casual","aliens"
2014,"The Book of Legends",277470,"rpg,fantasy,rpgmaker,indie,adventure","rpg","fantasy","rpgmaker","indie","adventure"
2014,"Parkan 2",289400,"action,space,adventure,space sim,simulation","action","space","adventure","space sim","simulation"
2014,"Farm for your Life",266390,"casual,zombies,tower defense,simulation,strategy","casual","zombies","tower defense","simulation","strategy"
2014,"Detective Grimoire",272600,"detective,puzzle,adventure,indie,point & click","detective","puzzle","adventure","indie","point & click"
2014,"Loren The Amazon Princess",257970,"rpg,romance,fantasy,turn-based,adventure","rpg","romance","fantasy","turn-based","adventure"
2014,"The Moon Sliver",329830,"exploration,horror,short,walking simulator,adventure","exploration","horror","short","walking simulator","adventure"
2014,"Legends of Persia",301220,"rpg,action,adventure,action rpg,indie","rpg","action","adventure","action rpg","indie"
2014,"Darkstone",320320,"rpg,action,hack and slash,classic,action rpg","rpg","action","hack and slash","classic","action rpg"
2014,"Muffin Knight",263700,"action,platformer,indie,adventure,casual","action","platformer","indie","adventure","casual"
2014,"Boson X",302610,"runner,indie,action,difficult,arcade","runner","indie","action","difficult","arcade"
2014,"iGrow Game",489020,"rpg,simulation,casual,NA,NA","rpg","simulation","casual","NA","NA"
2014,"Return to Mysterious Island",277110,"adventure,casual,point & click,puzzle,female protagonist","adventure","casual","point & click","puzzle","female protagonist"
2014,"Ame no Marginal -Rain Marginal-",348950,"visual novel,indie,anime,NA,NA","visual novel","indie","anime","NA","NA"
2014,"Chernobyl Commando",302240,"action,fps,shooter,NA,NA","action","fps","shooter","NA","NA"
2014,"Rooms: The Main Building",304500,"puzzle,casual,indie,NA,NA","puzzle","casual","indie","NA","NA"
2014,"Nightmares from the Deep 2: The Siren's Call",284790,"hidden object,adventure,puzzle,mystery,casual","hidden object","adventure","puzzle","mystery","casual"
2014,"Spy Fox in ""Dry Cereal""",283980,"adventure,point & click,casual,masterpiece,family friendly","adventure","point & click","casual","masterpiece","family friendly"
2014,"Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete",336280,"rpg,retro,indie,rpgmaker,jrpg","rpg","retro","indie","rpgmaker","jrpg"
2014,"BloodRayne Betrayal",281220,"vampire,blood,action,hack and slash,female protagonist","vampire","blood","action","hack and slash","female protagonist"
2014,"Guilty Gear X2 #Reload",314030,"fighting,action,2d fighter,anime,arcade","fighting","action","2d fighter","anime","arcade"
2014,"Wildlife Park 3",287200,"management,building,realistic,simulation,strategy","management","building","realistic","simulation","strategy"
2014,"Aces Wild: Manic Brawling Action!",269230,"beat 'em up,local co-op,action,indie,anime","beat 'em up","local co-op","action","indie","anime"
2014,"Signs of Life",263200,"sandbox,survival,sci-fi,platformer,early access","sandbox","survival","sci-fi","platformer","early access"
2014,"Quest of Dungeons",270050,"adventure,dungeon crawler,retro,rogue-like,rpg","adventure","dungeon crawler","retro","rogue-like","rpg"
2014,"Borealis",307170,"action,casual,indie,music-based procedural generation,score attack","action","casual","indie","music-based procedural generation","score attack"
2014,"Whisper of a Rose",326730,"adventure,rpg,rpgmaker,indie,female protagonist","adventure","rpg","rpgmaker","indie","female protagonist"
2014,"Time Mysteries 2: The Ancient Spectres",313650,"puzzle,adventure,mystery,time travel,hidden object","puzzle","adventure","mystery","time travel","hidden object"
2014,"Glacier 3: The Meltdown",267940,"racing,action,NA,NA,NA","racing","action","NA","NA","NA"
2014,"The Nightmare Cooperative",310070,"strategy,indie,rogue-like,turn-based,co-op","strategy","indie","rogue-like","turn-based","co-op"
2014,"Mystic Towers",358220,"adventure,action,retro,NA,NA","adventure","action","retro","NA","NA"
2014,"1Quest",332710,"rpg,turn-based,indie,rogue-like,NA","rpg","turn-based","indie","rogue-like","NA"
2014,"Haegemonia: Legions of Iron",294770,"space,action,rts,strategy,indie","space","action","rts","strategy","indie"
2014,"Fancy Skulls",307090,"early access,indie,action,fps,rogue-like","early access","indie","action","fps","rogue-like"
2014,"Strata",286380,"strategy,puzzle,casual,indie,relaxing","strategy","puzzle","casual","indie","relaxing"
2014,"Holy Avatar vs. Maidens of the Dead",261720,"rpg,adventure,zombies,parody ,indie","rpg","adventure","zombies","parody ","indie"
2014,"About Love, Hate and the other ones",277680,"puzzle,indie,casual,NA,NA","puzzle","indie","casual","NA","NA"
2014,"Lost Chronicles of Zerzura",308330,"adventure,puzzle,point & click,NA,NA","adventure","puzzle","point & click","NA","NA"
2014,"Spy Chameleon - RGB Agent",297490,"puzzle,indie,stealth,top-down,NA","puzzle","indie","stealth","top-down","NA"
2014,"Cosmic DJ",297110,"music,casual,indie,NA,NA","music","casual","indie","NA","NA"
2014,"Bloo Kid 2",379640,"platformer,retro,indie,action,NA","platformer","retro","indie","action","NA"
2014,"FaeVerse Alchemy",282880,"early access,puzzle,casual,indie,strategy","early access","puzzle","casual","indie","strategy"
2014,"Helicopter Simulator 2014: Search and Rescue",266290,"flight,simulation,NA,NA,NA","flight","simulation","NA","NA","NA"
2014,"Faery - Legends of Avalon",303790,"rpg,turn-based,adventure,fantasy,character customization","rpg","turn-based","adventure","fantasy","character customization"
2014,"Another Perspective",305920,"adventure,platformer,puzzle,indie,puzzle-platformer","adventure","platformer","puzzle","indie","puzzle-platformer"
2014,"Jets'n'Guns Gold",262260,"action,space,shoot 'em up,indie,side scroller","action","space","shoot 'em up","indie","side scroller"
2014,"White Noise Online",293860,"horror,indie,adventure,casual,co-op","horror","indie","adventure","casual","co-op"
2014,"Firefighters 2014",291910,"simulation,action,first-person,open world,NA","simulation","action","first-person","open world","NA"
2014,"A Date in the Park",468530,"adventure,horror,point & click,mystery,indie","adventure","horror","point & click","mystery","indie"
2014,"Stonerid",315920,"platformer,difficult,action,indie,NA","platformer","difficult","action","indie","NA"
2014,"Demon Hunter: Chronicles from Beyond",330990,"hidden object,mystery,casual,adventure,female protagonist","hidden object","mystery","casual","adventure","female protagonist"
2014,"Deadlings: Rotten Edition",320150,"arcade,action,adventure,indie,puzzle-platformer","arcade","action","adventure","indie","puzzle-platformer"
2014,"Stick RPG 2: Director's Cut",307640,"rpg,simulation,open world,adventure,indie","rpg","simulation","open world","adventure","indie"
2014,"Detective Case and Clown Bot in: Murder in the Hotel Lisbon",297290,"adventure,detective,retro,indie,point & click","adventure","detective","retro","indie","point & click"
2014,"Guilty Gear Isuka",267900,"fighting,action,2d fighter,anime,beat 'em up","fighting","action","2d fighter","anime","beat 'em up"
2014,"Cinders",293680,"multiple endings,visual novel,female protagonist,indie,adventure","multiple endings","visual novel","female protagonist","indie","adventure"
2014,"House of 1000 Doors: The Palm of Zoroaster Collector's Edition",302120,"adventure,hidden object,puzzle,casual,point & click","adventure","hidden object","puzzle","casual","point & click"
2014,"Broken Sword 4 - the Angel of Death",316160,"adventure,mystery,point & click,NA,NA","adventure","mystery","point & click","NA","NA"
2014,"Retro Game Crunch",290040,"adventure,retro,platformer,metroidvania,beat 'em up","adventure","retro","platformer","metroidvania","beat 'em up"
2014,"Wildlife Park 2 - Fantasy",307990,"sandbox,simulation,casual,indie,strategy","sandbox","simulation","casual","indie","strategy"
2014,"Z Steel Soldiers",275510,"strategy,rts,sci-fi,NA,NA","strategy","rts","sci-fi","NA","NA"
2014,"Shan Gui",307050,"adventure,short,visual novel,anime,female protagonist","adventure","short","visual novel","anime","female protagonist"
2014,"Antisquad",268200,"tactical,strategy,turn-based,action,turn-based strategy","tactical","strategy","turn-based","action","turn-based strategy"
2014,"Claire",252830,"action,horror,indie,female protagonist,adventure","action","horror","indie","female protagonist","adventure"
2014,"Momodora III",302790,"action,indie,platformer,female protagonist,anime","action","indie","platformer","female protagonist","anime"
2014,"Cherry Tree High I! My! Girls!",333220,"indie,visual novel,adventure,cute,comedy","indie","visual novel","adventure","cute","comedy"
2014,"Imagine Me",265670,"platformer,indie,adventure,NA,NA","platformer","indie","adventure","NA","NA"
2014,"Cosmo's Cosmic Adventure",358250,"adventure,action,platformer,classic,retro","adventure","action","platformer","classic","retro"
2014,"CT Special Forces: Fire for Effect",283410,"action,shooter,third-person shooter,NA,NA","action","shooter","third-person shooter","NA","NA"
2014,"Dark Arcana: The Carnival",284730,"hidden object,adventure,casual,female protagonist,point & click","hidden object","adventure","casual","female protagonist","point & click"
2014,"The Egyptian Prophecy: The Fate of Ramses",302160,"adventure,point & click,female protagonist,NA,NA","adventure","point & click","female protagonist","NA","NA"
2014,"Carmageddon 2: Carpocalypse Now",282030,"racing,action,driving,indie,classic","racing","action","driving","indie","classic"
2014,"Pitiri 1977",305740,"adventure,indie,platformer,rpg,NA","adventure","indie","platformer","rpg","NA"
2014,"Wings of Vi",318530,"difficult,platformer,action,retro,female protagonist","difficult","platformer","action","retro","female protagonist"
2014,"Xenophage: Alien Bloodsport",358420,"action,fighting,NA,NA,NA","action","fighting","NA","NA","NA"
2014,"War of the Human Tanks",263400,"strategy,tanks,anime,indie,adventure","strategy","tanks","anime","indie","adventure"
2014,"Monuments of Mars",358240,"action,adventure,platformer,NA,NA","action","adventure","platformer","NA","NA"
2014,"7,62 High Calibre",289890,"strategy,tactical,rpg,simulation,real-time with pause","strategy","tactical","rpg","simulation","real-time with pause"
2014,"Dungeon of Elements",302310,"casual,rpg,puzzle,indie,adventure","casual","rpg","puzzle","indie","adventure"
2014,"A Wizard's Lizard",280040,"rpg,action,rogue-like,indie,rogue-lite","rpg","action","rogue-like","indie","rogue-lite"
2014,"Reflex Arena",328070,"arena shooter,indie,fps,competitive,first-person","arena shooter","indie","fps","competitive","first-person"
2014,"Final Slam 2",291330,"indie,action,casual,fighting,sports","indie","action","casual","fighting","sports"
2014,"LEGO Pirates of the Caribbean: The Video Game",311770,"action,adventure,lego,pirates,local co-op","action","adventure","lego","pirates","local co-op"
2014,"Rise of the Triad: Dark War",358410,"action,fps,classic,NA,NA","action","fps","classic","NA","NA"
2014,"TinyKeep",278620,"action,indie,adventure,rpg,rogue-like","action","indie","adventure","rpg","rogue-like"
2014,"Left in the Dark: No One on Board",284890,"adventure,puzzle,atmospheric,hidden object,casual","adventure","puzzle","atmospheric","hidden object","casual"
2014,"Crystal Caves",358260,"action,classic,platformer,retro,NA","action","classic","platformer","retro","NA"
2014,"AR-K",269890,"adventure,classic,point & click,female protagonist,comedy","adventure","classic","point & click","female protagonist","comedy"
2014,"Amerzone: The Explorer's Legacy",302190,"adventure,casual,point & click,first-person,NA","adventure","casual","point & click","first-person","NA"
2014,"One Day For Ched",321030,"action,shooter,indie,fps,NA","action","shooter","indie","fps","NA"
2014,"Wildlife Park 2",304350,"simulation,realistic,sandbox,building,adventure","simulation","realistic","sandbox","building","adventure"
2014,"Super Motherload",269110,"indie,mining,adventure,rpg,local co-op","indie","mining","adventure","rpg","local co-op"
2014,"Rabbit Hole 3D: Steam Edition",283660,"puzzle,indie,casual,action,NA","puzzle","indie","casual","action","NA"
2014,"Platypus",307340,"action,shoot 'em up,local co-op,retro,classic","action","shoot 'em up","local co-op","retro","classic"
2014,"Blast Em!",257630,"action,indie,shoot 'em up,retro,NA","action","indie","shoot 'em up","retro","NA"
